Z,A,E0,ThetaDeg,nu,cross,error
6,12,3.4886,28,3.26184,283.103,4.60103
6,12,3.4886,28,3.29673,250.426,4.32735
6,12,3.4886,28,3.33161,225.226,4.10385
6,12,3.4886,28,3.3665,197.709,3.84499
6,12,3.4886,28,3.40139,149.478,3.34326
6,12,3.4886,28,3.43627,102.967,2.7748
6,12,3.4886,36,0.017443,0,0
6,12,3.4886,36,0.052329,0,0
6,12,3.4886,36,0.087215,0,0
6,12,3.4886,36,0.122101,0,0
6,12,3.4886,36,0.156987,0,0
6,12,3.4886,36,0.191873,0,0
6,12,3.4886,36,0.226759,0,0
6,12,3.4886,36,0.261645,0,0
6,12,3.4886,36,0.296531,0,0
6,12,3.4886,36,0.331417,0,0
6,12,3.4886,36,0.366303,0,0
6,12,3.4886,36,0.401189,0,0
6,12,3.4886,36,0.436075,0,0
6,12,3.4886,36,0.470961,0,0
6,12,3.4886,36,0.505847,0,0
6,12,3.4886,36,0.540733,0,0
6,12,3.4886,36,0.575619,0,0
6,12,3.4886,36,0.610505,0,0
6,12,3.4886,36,0.645391,0,0
6,12,3.4886,36,0.680277,0,0
6,12,3.4886,36,0.715163,0,0
6,12,3.4886,36,0.750049,0,0
6,12,3.4886,36,0.784935,0,0
6,12,3.4886,36,0.819821,0,0
6,12,3.4886,36,0.854707,0,0
6,12,3.4886,36,0.889593,0,0
6,12,3.4886,36,0.924479,0,0
6,12,3.4886,36,0.959365,0,0
6,12,3.4886,36,0.994251,0,0
6,12,3.4886,36,1.02914,0,0
6,12,3.4886,36,1.06402,0,0
6,12,3.4886,36,1.09891,0,0
6,12,3.4886,36,1.1338,0,0
6,12,3.4886,36,1.16868,0,0
6,12,3.4886,36,1.20357,0,0
6,12,3.4886,36,1.23845,0.0597248,0.0597248
6,12,3.4886,36,1.27334,0.0597248,0.0597248
6,12,3.4886,36,1.30823,0,0
6,12,3.4886,36,1.34311,0.238899,0.11945
6,12,3.4886,36,1.378,0.597248,0.188867
6,12,3.4886,36,1.41288,0.537524,0.179175
6,12,3.4886,36,1.44777,1.49312,0.298624
6,12,3.4886,36,1.48266,3.04597,0.426521
6,12,3.4886,36,1.51754,4.77799,0.534195
6,12,3.4886,36,1.55243,6.15166,0.606141
6,12,3.4886,36,1.58731,9.3768,0.74835
6,12,3.4886,36,1.6222,12.0047,0.846746
6,12,3.4886,36,1.65709,15.1104,0.949982
6,12,3.4886,36,1.69197,19.8286,1.08824
6,12,3.4886,36,1.72686,24.0094,1.19748
6,12,3.4886,36,1.76174,29.4443,1.32611
6,12,3.4886,36,1.79663,34.2223,1.42966
6,12,3.4886,36,1.83152,39.4184,1.53436
6,12,3.4886,36,1.8664,47.4812,1.68399
6,12,3.4886,36,1.90129,54.5288,1.80464
6,12,3.4886,36,1.93617,58.3512,1.86682
6,12,3.4886,36,1.97106,63.0097,1.93991
6,12,3.4886,36,2.00595,67.0113,2.00056
6,12,3.4886,36,2.04083,73.6407,2.09718
6,12,3.4886,36,2.07572,79.9716,2.18547
6,12,3.4886,36,2.1106,81.5841,2.2074
6,12,3.4886,36,2.14549,83.8537,2.23789
6,12,3.4886,36,2.18038,89.8859,2.31699
6,12,3.4886,36,2.21526,92.8721,2.35516
6,12,3.4886,36,2.25015,99.0238,2.43191
6,12,3.4886,36,2.28503,97.4709,2.41277
6,12,3.4886,36,2.31992,103.623,2.48774
6,12,3.4886,36,2.35481,104.041,2.49275
6,12,3.4886,36,2.38969,113.059,2.59855
6,12,3.4886,36,2.42458,112.82,2.5958
6,12,3.4886,36,2.45946,120.405,2.68164
6,12,3.4886,36,2.49435,121.659,2.69557
6,12,3.4886,36,2.52923,121.719,2.69623
6,12,3.4886,36,2.56412,131.156,2.7988
6,12,3.4886,36,2.59901,134.68,2.83614
6,12,3.4886,36,2.63389,145.908,2.952
6,12,3.4886,36,2.66878,146.565,2.95864
6,12,3.4886,36,2.70366,148.177,2.97487
6,12,3.4886,36,2.73855,153.015,3.02304
6,12,3.4886,36,2.77344,159.286,3.08437
6,12,3.4886,36,2.80832,160.301,3.09418
6,12,3.4886,36,2.84321,166.095,3.1496
6,12,3.4886,36,2.8781,168.962,3.17667
6,12,3.4886,36,2.91298,164.721,3.13655
6,12,3.4886,36,2.94787,170.335,3.18955
6,12,3.4886,36,2.98275,176.666,3.24828
6,12,3.4886,36,3.01764,179.593,3.27508
6,12,3.4886,36,3.05253,179.234,3.27181
6,12,3.4886,36,3.08741,175.472,3.23728
6,12,3.4886,36,3.1223,183.534,3.31083
6,12,3.4886,36,3.15718,184.132,3.31621
6,12,3.4886,36,3.19207,188.014,3.35098
6,12,3.4886,36,3.22696,186.461,3.33712
6,12,3.4886,36,3.26184,187.715,3.34832
6,12,3.4886,36,3.29673,170.096,3.18731
6,12,3.4886,36,3.33161,163.288,3.12287
6,12,3.4886,36,3.3665,147.461,2.96767
6,12,3.4886,36,3.40139,121.062,2.68894
6,12,3.4886,36,3.43627,83.555,2.2339
6,12,3.4886,40,0.017443,0,0
6,12,3.4886,40,0.052329,0,0
6,12,3.4886,40,0.087215,0,0
6,12,3.4886,40,0.122101,0,0
6,12,3.4886,40,0.156987,0,0
6,12,3.4886,40,0.191873,0,0
6,12,3.4886,40,0.226759,0,0
6,12,3.4886,40,0.261645,0,0
6,12,3.4886,40,0.296531,0,0
6,12,3.4886,40,0.331417,0,0
6,12,3.4886,40,0.366303,0,0
6,12,3.4886,40,0.401189,0,0
6,12,3.4886,40,0.436075,0,0
6,12,3.4886,40,0.470961,0,0
6,12,3.4886,40,0.505847,0,0
6,12,3.4886,40,0.540733,0,0
6,12,3.4886,40,0.575619,0,0
6,12,3.4886,40,0.610505,0,0
6,12,3.4886,40,0.645391,0,0
6,12,3.4886,40,0.680277,0,0
6,12,3.4886,40,0.715163,0,0
6,12,3.4886,40,0.750049,0,0
6,12,3.4886,40,0.784935,0,0
6,12,3.4886,40,0.819821,0,0
6,12,3.4886,40,0.854707,0,0
6,12,3.4886,40,0.889593,0,0
6,12,3.4886,40,0.924479,0,0
6,12,3.4886,40,0.959365,0,0
6,12,3.4886,40,0.994251,0,0
6,12,3.4886,40,1.02914,0,0
6,12,3.4886,40,1.06402,0,0
6,12,3.4886,40,1.09891,0,0
6,12,3.4886,40,1.1338,0,0
6,12,3.4886,40,1.16868,0,0
6,12,3.4886,40,1.20357,0,0
6,12,3.4886,40,1.23845,0,0
6,12,3.4886,40,1.27334,0,0
6,12,3.4886,40,1.30823,0,0
6,12,3.4886,40,1.34311,0,0
6,12,3.4886,40,1.378,0,0
6,12,3.4886,40,1.41288,0,0
6,12,3.4886,40,1.44777,0,0
6,12,3.4886,40,1.48266,0.109229,0.0772362
6,12,3.4886,40,1.51754,0.218457,0.109229
6,12,3.4886,40,1.55243,0.3823,0.144496
6,12,3.4886,40,1.58731,0.600757,0.181135
6,12,3.4886,40,1.6222,1.58381,0.294107
6,12,3.4886,40,1.65709,1.69304,0.304079
6,12,3.4886,40,1.69197,2.56687,0.374417
6,12,3.4886,40,1.72686,3.4407,0.433487
6,12,3.4886,40,1.76174,5.7345,0.55963
6,12,3.4886,40,1.79663,7.53677,0.641572
6,12,3.4886,40,1.83152,10.4313,0.754784
6,12,3.4886,40,1.8664,12.7251,0.833651
6,12,3.4886,40,1.90129,16.712,0.95536
6,12,3.4886,40,1.93617,19.7158,1.03767
6,12,3.4886,40,1.97106,24.1941,1.1495
6,12,3.4886,40,2.00595,27.8533,1.23336
6,12,3.4886,40,2.04083,31.2394,1.30618
6,12,3.4886,40,2.07572,35.2262,1.38703
6,12,3.4886,40,2.1106,36.7008,1.41576
6,12,3.4886,40,2.14549,42.7084,1.52725
6,12,3.4886,40,2.18038,49.7536,1.64841
6,12,3.4886,40,2.21526,50.7913,1.66551
6,12,3.4886,40,2.25015,52.102,1.68687
6,12,3.4886,40,2.28503,55.0512,1.73395
6,12,3.4886,40,2.31992,53.4128,1.70795
6,12,3.4886,40,2.35481,60.8403,1.82284
6,12,3.4886,40,2.38969,64.1172,1.87129
6,12,3.4886,40,2.42458,64.5541,1.87765
6,12,3.4886,40,2.45946,69.0324,1.94169
6,12,3.4886,40,2.49435,72.3093,1.98724
6,12,3.4886,40,2.52923,76.7877,2.04785
6,12,3.4886,40,2.56412,79.8461,2.08824
6,12,3.4886,40,2.59901,83.5598,2.13625
6,12,3.4886,40,2.63389,83.9421,2.14113
6,12,3.4886,40,2.66878,90.6597,2.22515
6,12,3.4886,40,2.70366,94.2096,2.2683
6,12,3.4886,40,2.73855,100.982,2.34841
6,12,3.4886,40,2.77344,104.422,2.38809
6,12,3.4886,40,2.80832,109.665,2.4473
6,12,3.4886,40,2.84321,109.665,2.4473
6,12,3.4886,40,2.8781,116.492,2.52233
6,12,3.4886,40,2.91298,116.547,2.52292
6,12,3.4886,40,2.94787,123.647,2.59863
6,12,3.4886,40,2.98275,131.402,2.67888
6,12,3.4886,40,3.01764,134.133,2.70658
6,12,3.4886,40,3.05253,132.986,2.69498
6,12,3.4886,40,3.08741,129.217,2.65652
6,12,3.4886,40,3.1223,137.246,2.7378
6,12,3.4886,40,3.15718,141.997,2.78479
6,12,3.4886,40,3.19207,141.942,2.78426
6,12,3.4886,40,3.22696,149.588,2.85826
6,12,3.4886,40,3.26184,141.506,2.77997
6,12,3.4886,40,3.29673,145.929,2.82309
6,12,3.4886,40,3.33161,138.884,2.7541
6,12,3.4886,40,3.3665,128.016,2.64414
6,12,3.4886,40,3.40139,109.829,2.44913
6,12,3.4886,40,3.43627,76.8969,2.04931
6,12,3.595,16.02,0.017975,0,0
6,12,3.595,16.02,0.053925,0.131963,0.131963
6,12,3.595,16.02,0.089875,0.791776,0.323241
6,12,3.595,16.02,0.125825,3.03514,0.632871
6,12,3.595,16.02,0.161775,18.2109,1.55021
6,12,3.595,16.02,0.197725,57.1399,2.74597
6,12,3.595,16.02,0.233675,155.452,4.52922
6,12,3.595,16.02,0.269625,406.973,7.32839
6,12,3.595,16.02,0.305575,803.917,10.2999
6,12,3.595,16.02,0.341525,1325.17,13.224
6,12,3.595,16.02,0.377475,1900.26,15.8355
6,12,3.595,16.02,0.413425,2401.46,17.8018
6,12,3.595,16.02,0.449375,2712.76,18.9204
6,12,3.595,16.02,0.485325,2889.85,19.5283
6,12,3.595,16.02,0.521275,2878.63,19.4903
6,12,3.595,16.02,0.557225,2872.83,19.4706
6,12,3.595,16.02,0.593175,2770.29,19.12
6,12,3.595,16.02,0.629125,2738.23,19.009
6,12,3.595,16.02,0.665075,2794.97,19.205
6,12,3.595,16.02,0.701025,2863.33,19.4384
6,12,3.595,16.02,0.736975,2916.24,19.6172
6,12,3.595,16.02,0.772925,2922.45,19.6381
6,12,3.595,16.02,0.808875,2875.73,19.4805
6,12,3.595,16.02,0.844825,2900.94,19.5657
6,12,3.595,16.02,0.880775,2827.7,19.3171
6,12,3.595,16.02,0.916725,2856.2,19.4142
6,12,3.595,16.02,0.952675,2916.24,19.6172
6,12,3.595,16.02,0.988625,3068.27,20.122
6,12,3.595,16.02,1.02458,3185.32,20.5023
6,12,3.595,16.02,1.06053,3384.98,21.1351
6,12,3.595,16.02,1.09648,3520.24,21.5532
6,12,3.595,16.02,1.13243,3720.16,22.1568
6,12,3.595,16.02,1.16838,3866.24,22.5876
6,12,3.595,16.02,1.20433,4000.58,22.9767
6,12,3.595,16.02,1.24028,4077.38,23.1962
6,12,3.595,16.02,1.27623,4130.17,23.3458
6,12,3.595,16.02,1.31218,4175.04,23.4723
6,12,3.595,16.02,1.34813,4080.16,23.2041
6,12,3.595,16.02,1.38408,4064.45,23.1594
6,12,3.595,16.02,1.42003,3986.73,22.9369
6,12,3.595,16.02,1.45598,3837.08,22.5023
6,12,3.595,16.02,1.49193,3751.04,22.2485
6,12,3.595,16.02,1.52788,3616.57,21.8461
6,12,3.595,16.02,1.56383,3478.27,21.4243
6,12,3.595,16.02,1.59978,3347.89,21.019
6,12,3.595,16.02,1.63573,3293,20.8459
6,12,3.595,16.02,1.67168,3188.75,20.5133
6,12,3.595,16.02,1.70763,3110.49,20.26
6,12,3.595,16.02,1.74358,3017.06,19.9534
6,12,3.595,16.02,1.77953,2932.61,19.6722
6,12,3.595,16.02,1.81548,2919.81,19.6292
6,12,3.595,16.02,1.85143,2839.71,19.3581
6,12,3.595,16.02,1.88738,2714.74,18.9273
6,12,3.595,16.02,1.92333,2586.34,18.4743
6,12,3.595,16.02,1.95928,2566.01,18.4016
6,12,3.595,16.02,1.99523,2497.13,18.1529
6,12,3.595,16.02,2.03118,2486.84,18.1155
6,12,3.595,16.02,2.06712,2431.68,17.9134
6,12,3.595,16.02,2.10308,2374.27,17.7007
6,12,3.595,16.02,2.13903,2305.52,17.4426
6,12,3.595,16.02,2.17497,2293.91,17.3986
6,12,3.595,16.02,2.21093,2222.65,17.1262
6,12,3.595,16.02,2.24688,2177.52,16.9514
6,12,3.595,16.02,2.28282,2116.81,16.7135
6,12,3.595,16.02,2.31878,2094.64,16.6257
6,12,3.595,16.02,2.35473,2065.88,16.5112
6,12,3.595,16.02,2.39067,2020.35,16.3282
6,12,3.595,16.02,2.42663,1947.11,16.0295
6,12,3.595,16.02,2.46258,1899.6,15.8328
6,12,3.595,16.02,2.49852,1869.38,15.7063
6,12,3.595,16.02,2.53448,1845.37,15.6051
6,12,3.595,16.02,2.57043,1804.59,15.4317
6,12,3.595,16.02,2.60637,1747.58,15.186
6,12,3.595,16.02,2.64233,1681.6,14.8966
6,12,3.595,16.02,2.67828,1648.21,14.748
6,12,3.595,16.02,2.71422,1591.73,14.4931
6,12,3.595,16.02,2.75018,1505.43,14.0947
6,12,3.595,16.02,2.78613,1480.75,13.9787
6,12,3.595,16.02,2.82207,1479.57,13.9731
6,12,3.595,16.02,2.85803,1412.92,13.6548
6,12,3.595,16.02,2.89398,1335.59,13.2759
6,12,3.595,16.02,2.92992,1304.19,13.1188
6,12,3.595,16.02,2.96588,1255.23,12.8703
6,12,3.595,16.02,3.00183,1214.72,12.6609
6,12,3.595,16.02,3.03777,1153.62,12.3383
6,12,3.595,16.02,3.07373,1090.01,11.9934
6,12,3.595,16.02,3.10968,1034.06,11.6815
6,12,3.595,16.02,3.14562,979.823,11.371
6,12,3.595,16.02,3.18158,931.261,11.0857
6,12,3.595,16.02,3.21753,870.558,10.7183
6,12,3.595,16.02,3.25347,776.601,10.1234
6,12,3.595,16.02,3.28943,715.898,9.71966
6,12,3.595,16.02,3.32538,642.79,9.21001
6,12,3.595,16.02,3.36132,575.489,8.71454
6,12,3.595,16.02,3.39728,508.452,8.19126
6,12,3.595,16.02,3.43323,429.539,7.52882
6,12,3.595,16.02,3.46917,339.936,6.69768
6,12,3.595,16.02,3.50513,228.955,5.49669
6,12,3.595,16.02,3.54108,14.5159,1.38404
6,12,3.595,20.016,0.017975,0,0
6,12,3.595,20.016,0.053925,0,0
6,12,3.595,20.016,0.089875,0,0
6,12,3.595,20.016,0.125825,0,0
6,12,3.595,20.016,0.161775,0,0
6,12,3.595,20.016,0.197725,0,0
6,12,3.595,20.016,0.233675,0.212796,0.150469
6,12,3.595,20.016,0.269625,0.957581,0.319194
6,12,3.595,20.016,0.305575,2.12796,0.475826
6,12,3.595,20.016,0.341525,8.51183,0.951651
6,12,3.595,20.016,0.377475,13.0869,1.18001
6,12,3.595,20.016,0.413425,33.5153,1.88837
6,12,3.595,20.016,0.449375,63.5195,2.59968
6,12,3.595,20.016,0.485325,121.932,3.60185
6,12,3.595,20.016,0.521275,196.304,4.57016
6,12,3.595,20.016,0.557225,281.316,5.47096
6,12,3.595,20.016,0.593175,369.413,6.26935
6,12,3.595,20.016,0.629125,425.911,6.73171
6,12,3.595,20.016,0.665075,501.24,7.3028
6,12,3.595,20.016,0.701025,526.669,7.48575
6,12,3.595,20.016,0.736975,573.378,7.81065
6,12,3.595,20.016,0.772925,594.232,7.95142
6,12,3.595,20.016,0.808875,590.402,7.92575
6,12,3.595,20.016,0.844825,628.599,8.17811
6,12,3.595,20.016,0.880775,656.368,8.35681
6,12,3.595,20.016,0.916725,673.711,8.46649
6,12,3.595,20.016,0.952675,691.586,8.57807
6,12,3.595,20.016,0.988625,715.845,8.72722
6,12,3.595,20.016,1.02458,723.399,8.77315
6,12,3.595,20.016,1.06053,739.359,8.8694
6,12,3.595,20.016,1.09648,799.793,9.22476
6,12,3.595,20.016,1.13243,855.226,9.53909
6,12,3.595,20.016,1.16838,899.488,9.78282
6,12,3.595,20.016,1.20433,977.903,10.2003
6,12,3.595,20.016,1.24028,1025.46,10.4454
6,12,3.595,20.016,1.27623,1124.63,10.9388
6,12,3.595,20.016,1.31218,1161.65,11.1174
6,12,3.595,20.016,1.34813,1231.45,11.4466
6,12,3.595,20.016,1.38408,1287.95,11.7062
6,12,3.595,20.016,1.42003,1339.02,11.936
6,12,3.595,20.016,1.45598,1371.79,12.0812
6,12,3.595,20.016,1.49193,1395.83,12.1866
6,12,3.595,20.016,1.52788,1384.02,12.135
6,12,3.595,20.016,1.56383,1386.26,12.1447
6,12,3.595,20.016,1.59978,1390.09,12.1615
6,12,3.595,20.016,1.63573,1362.32,12.0394
6,12,3.595,20.016,1.67168,1357.74,12.0192
6,12,3.595,20.016,1.70763,1332.95,11.909
6,12,3.595,20.016,1.74358,1304.01,11.779
6,12,3.595,20.016,1.77953,1255.49,11.5578
6,12,3.595,20.016,1.81548,1267.2,11.6115
6,12,3.595,20.016,1.85143,1231.02,11.4446
6,12,3.595,20.016,1.88738,1213.04,11.3607
6,12,3.595,20.016,1.92333,1183.68,11.2223
6,12,3.595,20.016,1.95928,1184.74,11.2274
6,12,3.595,20.016,1.99523,1160.91,11.1139
6,12,3.595,20.016,2.03118,1159.1,11.1052
6,12,3.595,20.016,2.06712,1146.12,11.0428
6,12,3.595,20.016,2.10308,1124.52,10.9383
6,12,3.595,20.016,2.13903,1123.03,10.9311
6,12,3.595,20.016,2.17497,1125.69,10.944
6,12,3.595,20.016,2.21093,1101.22,10.8244
6,12,3.595,20.016,2.24688,1068.34,10.6616
6,12,3.595,20.016,2.28282,1091.43,10.7762
6,12,3.595,20.016,2.31878,1079.83,10.7188
6,12,3.595,20.016,2.35473,1078.02,10.7098
6,12,3.595,20.016,2.39067,1040.15,10.5199
6,12,3.595,20.016,2.42663,1045.68,10.5479
6,12,3.595,20.016,2.46258,1017.7,10.4058
6,12,3.595,20.016,2.49852,1021.53,10.4254
6,12,3.595,20.016,2.53448,1020.25,10.4188
6,12,3.595,20.016,2.57043,989.287,10.2595
6,12,3.595,20.016,2.60637,974.498,10.1826
6,12,3.595,20.016,2.64233,971.732,10.1681
6,12,3.595,20.016,2.67828,960.028,10.1067
6,12,3.595,20.016,2.71422,929.173,9.94294
6,12,3.595,20.016,2.75018,923.64,9.91329
6,12,3.595,20.016,2.78613,914.064,9.86177
6,12,3.595,20.016,2.82207,892.252,9.7434
6,12,3.595,20.016,2.85803,869.909,9.62063
6,12,3.595,20.016,2.89398,838.522,9.44547
6,12,3.595,20.016,2.92992,838.415,9.44487
6,12,3.595,20.016,2.96588,809.475,9.28043
6,12,3.595,20.016,3.00183,778.407,9.10059
6,12,3.595,20.016,3.03777,749.254,8.92855
6,12,3.595,20.016,3.07373,717.015,8.73435
6,12,3.595,20.016,3.10968,685.309,8.53905
6,12,3.595,20.016,3.14562,675.839,8.47985
6,12,3.595,20.016,3.18158,634.025,8.21334
6,12,3.595,20.016,3.21753,609.234,8.05116
6,12,3.595,20.016,3.25347,558.163,7.70632
6,12,3.595,20.016,3.28943,539.969,7.57968
6,12,3.595,20.016,3.32538,503.9,7.32215
6,12,3.595,20.016,3.36132,443.466,6.86905
6,12,3.595,20.016,3.39728,397.822,6.50595
6,12,3.595,20.016,3.43323,331.855,5.94211
6,12,3.595,20.016,3.46917,273.549,5.39491
6,12,3.595,20.016,3.50513,206.944,4.69237
6,12,3.595,20.016,3.54108,98.95,3.2447
6,12,3.595,25.012,0.017975,0,0
6,12,3.595,25.012,0.053925,0,0
6,12,3.595,25.012,0.089875,0,0
6,12,3.595,25.012,0.125825,0,0
6,12,3.595,25.012,0.161775,0,0
6,12,3.595,25.012,0.197725,0,0
6,12,3.595,25.012,0.233675,0,0
6,12,3.595,25.012,0.269625,0,0
6,12,3.595,25.012,0.305575,0,0
6,12,3.595,25.012,0.341525,0,0
6,12,3.595,25.012,0.377475,0,0
6,12,3.595,25.012,0.413425,0,0
6,12,3.595,25.012,0.449375,0.344484,0.172242
6,12,3.595,25.012,0.485325,0.0861211,0.0861211
6,12,3.595,25.012,0.521275,0.77509,0.258363
6,12,3.595,25.012,0.557225,0.516726,0.210953
6,12,3.595,25.012,0.593175,1.37794,0.344484
6,12,3.595,25.012,0.629125,4.65054,0.632858
6,12,3.595,25.012,0.665075,7.49253,0.803284
6,12,3.595,25.012,0.701025,12.832,1.05124
6,12,3.595,25.012,0.736975,20.6691,1.33418
6,12,3.595,25.012,0.772925,30.3146,1.61577
6,12,3.595,25.012,0.808875,43.5773,1.93725
6,12,3.595,25.012,0.844825,54.3424,2.16334
6,12,3.595,25.012,0.880775,68.4662,2.42825
6,12,3.595,25.012,0.916725,80.6954,2.63621
6,12,3.595,25.012,0.952675,94.2164,2.84851
6,12,3.595,25.012,0.988625,96.6278,2.88473
6,12,3.595,25.012,1.02458,106.101,3.02284
6,12,3.595,25.012,1.06053,114.713,3.14312
6,12,3.595,25.012,1.09648,135.899,3.42108
6,12,3.595,25.012,1.13243,142.616,3.50461
6,12,3.595,25.012,1.16838,147.87,3.56857
6,12,3.595,25.012,1.20433,167.075,3.79324
6,12,3.595,25.012,1.24028,172.328,3.85241
6,12,3.595,25.012,1.27623,187.313,4.01642
6,12,3.595,25.012,1.31218,197.217,4.12123
6,12,3.595,25.012,1.34813,225.12,4.40314
6,12,3.595,25.012,1.38408,244.498,4.58873
6,12,3.595,25.012,1.42003,266.803,4.79347
6,12,3.595,25.012,1.45598,294.19,5.03348
6,12,3.595,25.012,1.49193,321.404,5.26114
6,12,3.595,25.012,1.52788,340.867,5.4181
6,12,3.595,25.012,1.56383,365.67,5.61176
6,12,3.595,25.012,1.59978,388.062,5.78103
6,12,3.595,25.012,1.63573,404.597,5.90291
6,12,3.595,25.012,1.67168,417.601,5.99702
6,12,3.595,25.012,1.70763,423.113,6.03647
6,12,3.595,25.012,1.74358,438.787,6.14726
6,12,3.595,25.012,1.77953,441.715,6.16774
6,12,3.595,25.012,1.81548,439.304,6.15088
6,12,3.595,25.012,1.85143,454.289,6.2549
6,12,3.595,25.012,1.88738,446.452,6.20072
6,12,3.595,25.012,1.92333,448.691,6.21625
6,12,3.595,25.012,1.95928,453.083,6.2466
6,12,3.595,25.012,1.99523,458.336,6.28271
6,12,3.595,25.012,2.03118,463.331,6.31685
6,12,3.595,25.012,2.06712,470.652,6.36655
6,12,3.595,25.012,2.10308,467.035,6.34204
6,12,3.595,25.012,2.13903,472.202,6.37703
6,12,3.595,25.012,2.17497,489.598,6.49344
6,12,3.595,25.012,2.21093,479.78,6.428
6,12,3.595,25.012,2.24688,480.728,6.43434
6,12,3.595,25.012,2.28282,479.694,6.42742
6,12,3.595,25.012,2.31878,490.373,6.49857
6,12,3.595,25.012,2.35473,493.474,6.51909
6,12,3.595,25.012,2.39067,491.235,6.50428
6,12,3.595,25.012,2.42663,498.469,6.552
6,12,3.595,25.012,2.46258,496.402,6.5384
6,12,3.595,25.012,2.49852,490.459,6.49915
6,12,3.595,25.012,2.53448,491.924,6.50884
6,12,3.595,25.012,2.57043,482.881,6.44874
6,12,3.595,25.012,2.60637,484,6.45621
6,12,3.595,25.012,2.64233,482.278,6.44471
6,12,3.595,25.012,2.67828,493.129,6.51681
6,12,3.595,25.012,2.71422,483.656,6.45391
6,12,3.595,25.012,2.75018,476.336,6.40488
6,12,3.595,25.012,2.78613,473.407,6.38517
6,12,3.595,25.012,2.82207,481.761,6.44126
6,12,3.595,25.012,2.85803,468.499,6.35198
6,12,3.595,25.012,2.89398,477.972,6.41587
6,12,3.595,25.012,2.92992,466.69,6.3397
6,12,3.595,25.012,2.96588,468.929,6.35489
6,12,3.595,25.012,3.00183,459.714,6.29214
6,12,3.595,25.012,3.03777,471.254,6.37063
6,12,3.595,25.012,3.07373,444.815,6.18934
6,12,3.595,25.012,3.10968,442.835,6.17555
6,12,3.595,25.012,3.14562,432.672,6.10428
6,12,3.595,25.012,3.18158,437.839,6.14062
6,12,3.595,25.012,3.21753,406.233,5.91483
6,12,3.595,25.012,3.25347,391.334,5.80535
6,12,3.595,25.012,3.28943,362.57,5.58792
6,12,3.595,25.012,3.32538,357.919,5.55197
6,12,3.595,25.012,3.36132,322.179,5.26748
6,12,3.595,25.012,3.39728,298.409,5.06945
6,12,3.595,25.012,3.43323,261.377,4.74448
6,12,3.595,25.012,3.46917,220.47,4.35742
6,12,3.595,25.012,3.50513,174.567,3.87736
6,12,3.595,25.012,3.54108,108.513,3.05699
6,12,3.595,30.01,0.017975,0,0
6,12,3.595,30.01,0.053925,0,0
6,12,3.595,30.01,0.089875,0,0
6,12,3.595,30.01,0.125825,0,0
6,12,3.595,30.01,0.161775,0,0
6,12,3.595,30.01,0.197725,0,0
6,12,3.595,30.01,0.233675,0,0
6,12,3.595,30.01,0.269625,0,0
6,12,3.595,30.01,0.305575,0,0
6,12,3.595,30.01,0.341525,0,0
6,12,3.595,30.01,0.377475,0,0
6,12,3.595,30.01,0.413425,0,0
6,12,3.595,30.01,0.449375,0,0
6,12,3.595,30.01,0.485325,0,0
6,12,3.595,30.01,0.521275,0,0
6,12,3.595,30.01,0.557225,0,0
6,12,3.595,30.01,0.593175,0,0
6,12,3.595,30.01,0.629125,0,0
6,12,3.595,30.01,0.665075,0.0728142,0.0728142
6,12,3.595,30.01,0.701025,0,0
6,12,3.595,30.01,0.736975,0.145628,0.102975
6,12,3.595,30.01,0.772925,0,0
6,12,3.595,30.01,0.808875,0.436885,0.178358
6,12,3.595,30.01,0.844825,0.218443,0.126118
6,12,3.595,30.01,0.880775,0.800957,0.241498
6,12,3.595,30.01,0.916725,1.5291,0.333677
6,12,3.595,30.01,0.952675,3.85916,0.530096
6,12,3.595,30.01,0.988625,3.93197,0.535073
6,12,3.595,30.01,1.02458,5.16981,0.613544
6,12,3.595,30.01,1.06053,9.02897,0.810825
6,12,3.595,30.01,1.09648,10.3396,0.867682
6,12,3.595,30.01,1.13243,13.4706,0.990381
6,12,3.595,30.01,1.16838,17.3298,1.12332
6,12,3.595,30.01,1.20433,19.223,1.18309
6,12,3.595,30.01,1.24028,22.9365,1.29232
6,12,3.595,30.01,1.27623,23.9559,1.32073
6,12,3.595,30.01,1.31218,28.5432,1.44165
6,12,3.595,30.01,1.34813,28.6888,1.44532
6,12,3.595,30.01,1.38408,31.747,1.52041
6,12,3.595,30.01,1.42003,33.9314,1.57184
6,12,3.595,30.01,1.45598,38.4459,1.67314
6,12,3.595,30.01,1.49193,46.3099,1.83631
6,12,3.595,30.01,1.52788,58.033,2.05563
6,12,3.595,30.01,1.56383,63.8581,2.15633
6,12,3.595,30.01,1.59978,73.3239,2.31063
6,12,3.595,30.01,1.63573,91.1634,2.57643
6,12,3.595,30.01,1.67168,98.0808,2.67239
6,12,3.595,30.01,1.70763,110.168,2.83228
6,12,3.595,30.01,1.74358,125.386,3.02157
6,12,3.595,30.01,1.77953,134.051,3.12423
6,12,3.595,30.01,1.81548,142.497,3.22116
6,12,3.595,30.01,1.85143,156.988,3.38097
6,12,3.595,30.01,1.88738,160.919,3.42304
6,12,3.595,30.01,1.92333,170.385,3.52228
6,12,3.595,30.01,1.95928,170.895,3.52755
6,12,3.595,30.01,1.99523,178.905,3.60927
6,12,3.595,30.01,2.03118,182.618,3.64653
6,12,3.595,30.01,2.06712,190.045,3.71995
