E0,Ep,theta,Q2,xs,err,f1f221,ratio,,dataSet
3.116,0.7253,34.98,4.5509,9.00E+02,1.34E+01,8.89E+02,1.01224,,E04001
3.116,1.691,44.98,0.4734,5.44E+00,3.48E-01,5.32E+00,1.02336,,E04001
3.116,1.6802,44.98,0.5133,6.95E+00,3.58E-01,5.90E+00,1.17823,,E04001
3.116,1.6694,44.98,0.5533,7.36E+00,3.51E-01,6.52E+00,1.12951,,E04001
3.116,1.6586,44.98,0.5932,7.59E+00,3.37E-01,7.17E+00,1.05874,,E04001
3.116,1.6478,44.98,0.6332,8.65E+00,3.47E-01,7.86E+00,1.1012,,E04001
3.116,1.637,44.98,0.6731,8.68E+00,3.50E-01,8.57E+00,1.01232,,E04001
3.116,1.6262,44.98,0.7131,9.97E+00,3.76E-01,9.33E+00,1.06912,,E04001
3.116,1.6154,44.98,0.753,1.13E+01,4.03E-01,1.01E+01,1.11793,,E04001
3.116,1.6045,44.98,0.7933,1.18E+01,4.13E-01,1.09E+01,1.0796,,E04001
3.116,1.5937,44.98,0.8333,1.28E+01,4.29E-01,1.18E+01,1.08659,,E04001
3.116,1.5829,44.98,0.8732,1.37E+01,4.46E-01,1.27E+01,1.08155,,E04001
3.116,1.5721,44.98,0.9132,1.49E+01,4.66E-01,1.36E+01,1.09591,,E04001
3.116,1.5613,44.98,0.9531,1.52E+01,4.69E-01,1.46E+01,1.04331,,E04001
3.116,1.5505,44.98,0.993,1.67E+01,4.99E-01,1.56E+01,1.0712,,E04001
3.116,1.5397,44.98,1.033,1.70E+01,5.02E-01,1.67E+01,1.02022,,E04001
3.116,1.5289,44.98,1.0729,1.97E+01,5.47E-01,1.78E+01,1.1073,,E04001
3.116,1.5181,44.98,1.1129,2.02E+01,5.53E-01,1.90E+01,1.06433,,E04001
3.116,1.5073,44.98,1.1528,2.18E+01,5.73E-01,2.02E+01,1.07761,,E04001
3.116,1.4965,44.98,1.1928,2.36E+01,6.02E-01,2.15E+01,1.09528,,E04001
3.116,1.4856,44.98,1.2331,2.44E+01,6.15E-01,2.29E+01,1.06337,,E04001
3.116,1.4748,44.98,1.273,2.55E+01,6.80E-01,2.44E+01,1.04504,,E04001
3.116,1.464,44.98,1.313,2.68E+01,6.03E-01,2.59E+01,1.03367,,E04001
3.116,1.4532,44.98,1.3529,2.88E+01,6.26E-01,2.75E+01,1.04617,,E04001
3.116,1.4424,44.98,1.3929,3.04E+01,6.54E-01,2.92E+01,1.0411,,E04001
3.116,1.4316,44.98,1.4328,3.13E+01,7.90E-01,3.09E+01,1.01141,,E04001
3.116,1.4208,44.98,1.4728,3.32E+01,8.18E-01,3.28E+01,1.01315,,E04001
3.116,1.41,44.98,1.5127,3.64E+01,8.68E-01,3.47E+01,1.04993,,E04001
3.116,1.3992,44.98,1.5526,3.75E+01,8.82E-01,3.67E+01,1.02319,,E04001
3.116,1.3884,44.98,1.5926,4.09E+01,9.34E-01,3.87E+01,1.05652,,E04001
3.116,1.3775,44.98,1.6329,4.09E+01,9.31E-01,4.09E+01,1.00061,,E04001
3.116,1.3667,44.98,1.6728,4.44E+01,9.83E-01,4.31E+01,1.03002,,E04001
3.116,1.3559,44.98,1.7128,4.76E+01,1.03E+00,4.54E+01,1.04786,,E04001
3.116,1.3451,44.98,1.7527,5.04E+01,1.07E+00,4.78E+01,1.05356,,E04001
3.116,1.3343,44.98,1.7927,5.38E+01,1.11E+00,5.03E+01,1.06863,,E04001
3.116,1.3235,44.98,1.8326,5.67E+01,1.15E+00,5.29E+01,1.07086,,E04001
3.116,1.3127,44.98,1.8726,5.71E+01,1.15E+00,5.57E+01,1.02606,,E04001
3.116,1.3019,44.98,1.9125,6.00E+01,1.19E+00,5.85E+01,1.02648,,E04001
3.116,1.2911,44.98,1.9525,6.31E+01,1.28E+00,6.14E+01,1.02842,,E04001
3.116,1.2803,44.98,1.9924,6.67E+01,1.19E+00,6.44E+01,1.03633,,E04001
3.116,1.2695,44.98,2.0323,7.07E+01,1.29E+00,6.75E+01,1.04784,,E04001
3.116,1.2586,44.98,2.0727,7.33E+01,1.32E+00,7.07E+01,1.03657,,E04001
3.116,1.2478,44.98,2.1126,7.62E+01,1.66E+00,7.40E+01,1.02933,,E04001
3.116,1.237,44.98,2.1526,8.03E+01,1.71E+00,7.74E+01,1.03703,,E04001
3.116,1.2262,44.98,2.1925,8.33E+01,1.75E+00,8.09E+01,1.02916,,E04001
3.116,1.2154,44.98,2.2324,8.69E+01,1.81E+00,8.45E+01,1.02787,,E04001
3.116,1.2046,44.98,2.2724,9.13E+01,1.87E+00,8.82E+01,1.03467,,E04001
3.116,1.1938,44.98,2.3123,9.62E+01,1.93E+00,9.20E+01,1.04532,,E04001
3.116,1.183,44.98,2.3523,9.80E+01,1.95E+00,9.59E+01,1.02186,,E04001
3.116,1.1722,44.98,2.3922,1.06E+02,2.05E+00,9.99E+01,1.06145,,E04001
3.116,1.1614,44.98,2.4322,1.08E+02,2.08E+00,1.04E+02,1.03946,,E04001
3.116,1.1506,44.98,2.4721,1.11E+02,2.10E+00,1.08E+02,1.02759,,E04001
3.116,1.1397,44.98,2.5124,1.19E+02,2.20E+00,1.12E+02,1.06013,,E04001
3.116,1.1289,44.98,2.5524,1.24E+02,2.26E+00,1.17E+02,1.06429,,E04001
3.116,1.1181,44.98,2.5923,1.26E+02,2.38E+00,1.21E+02,1.0427,,E04001
3.116,1.1073,44.98,2.6322,1.32E+02,2.19E+00,1.25E+02,1.05406,,E04001
3.116,1.0965,44.98,2.6722,1.34E+02,2.14E+00,1.30E+02,1.03331,,E04001
3.116,1.0857,44.98,2.7121,1.38E+02,2.56E+00,1.34E+02,1.02847,,E04001
3.116,1.0749,44.98,2.7521,1.45E+02,2.57E+00,1.39E+02,1.04512,,E04001
3.116,1.0641,44.98,2.792,1.47E+02,2.59E+00,1.43E+02,1.02539,,E04001
3.116,1.0533,44.98,2.832,1.55E+02,2.66E+00,1.48E+02,1.04723,,E04001
3.116,1.0425,44.98,2.8719,1.59E+02,2.71E+00,1.53E+02,1.04112,,E04001
3.116,1.0317,44.98,2.9119,1.64E+02,2.78E+00,1.57E+02,1.04153,,E04001
3.116,1.0208,44.98,2.9522,1.68E+02,2.85E+00,1.62E+02,1.03518,,E04001
3.116,1.01,44.98,2.9921,1.73E+02,2.92E+00,1.67E+02,1.03531,,E04001
3.116,0.9992,44.98,3.0321,1.77E+02,2.97E+00,1.72E+02,1.02937,,E04001
3.116,0.9884,44.98,3.072,1.81E+02,2.99E+00,1.77E+02,1.02358,,E04001
3.116,0.9776,44.98,3.112,1.86E+02,3.00E+00,1.82E+02,1.02344,,E04001
3.116,0.9668,44.98,3.1519,1.90E+02,2.99E+00,1.87E+02,1.01778,,E04001
3.116,0.956,44.98,3.1918,2.00E+02,3.14E+00,1.92E+02,1.04362,,E04001
3.116,0.9452,44.98,3.2318,1.94E+02,3.79E+00,1.97E+02,0.98667,,E04001
3.116,0.9344,44.98,3.2717,2.03E+02,3.85E+00,2.02E+02,1.00679,,E04001
3.116,0.9236,44.98,3.3117,2.10E+02,3.95E+00,2.07E+02,1.01626,,E04001
3.116,0.9128,44.98,3.3516,2.12E+02,3.96E+00,2.12E+02,1.00156,,E04001
3.116,0.9019,44.98,3.3919,2.22E+02,4.10E+00,2.17E+02,1.02413,,E04001
3.116,0.8911,44.98,3.4319,2.29E+02,4.18E+00,2.22E+02,1.03228,,E04001
3.116,0.8803,44.98,3.4718,2.34E+02,4.24E+00,2.27E+02,1.0312,,E04001
3.116,0.8695,44.98,3.5118,2.37E+02,4.26E+00,2.32E+02,1.02151,,E04001
3.116,0.8587,44.98,3.5517,2.35E+02,4.23E+00,2.37E+02,0.99106,,E04001
3.116,0.8479,44.98,3.5917,2.46E+02,4.54E+00,2.42E+02,1.01552,,E04001
3.116,0.8371,44.98,3.6316,2.55E+02,4.08E+00,2.47E+02,1.03084,,E04001
3.116,0.8263,44.98,3.6715,2.58E+02,4.15E+00,2.53E+02,1.02174,,E04001
3.116,0.8155,44.98,3.7115,2.67E+02,4.78E+00,2.58E+02,1.03625,,E04001
3.116,0.8047,44.98,3.7514,2.68E+02,4.81E+00,2.63E+02,1.01963,,E04001
3.116,0.7938,44.98,3.7917,2.74E+02,4.87E+00,2.68E+02,1.02212,,E04001
3.116,0.783,44.98,3.8317,2.88E+02,5.06E+00,2.73E+02,1.05386,,E04001
3.116,0.7722,44.98,3.8716,2.82E+02,4.98E+00,2.79E+02,1.01253,,E04001
3.116,0.7614,44.98,3.9116,2.82E+02,4.98E+00,2.84E+02,0.99376,,E04001
3.116,0.7506,44.98,3.9515,2.98E+02,5.16E+00,2.89E+02,1.03096,,E04001
3.116,0.7398,44.98,3.9915,3.00E+02,5.18E+00,2.94E+02,1.01916,,E04001
3.116,0.729,44.98,4.0314,2.98E+02,4.52E+00,3.00E+02,0.99433,,E04001
3.116,0.7182,44.98,4.0714,3.12E+02,4.77E+00,3.05E+02,1.02272,,E04001
3.116,0.7074,44.98,4.1113,3.18E+02,5.18E+00,3.10E+02,1.02429,,E04001
3.116,0.6966,44.98,4.1513,3.22E+02,5.25E+00,3.16E+02,1.01937,,E04001
3.116,0.6858,44.98,4.1912,3.27E+02,5.34E+00,3.21E+02,1.01758,,E04001
3.116,0.6749,44.98,4.2315,3.27E+02,5.33E+00,3.27E+02,1.00034,,E04001
3.116,0.6641,44.98,4.2715,3.35E+02,5.43E+00,3.32E+02,1.00773,,E04001
3.116,0.6533,44.98,4.3114,3.44E+02,5.52E+00,3.38E+02,1.01769,,E04001
3.116,0.6425,44.98,4.3514,3.42E+02,5.66E+00,3.44E+02,0.99523,,E04001
3.116,0.6317,44.98,4.3913,3.55E+02,6.35E+00,3.49E+02,1.01626,,E04001
3.116,0.9653,59.98,1.9129,1.44E+01,4.45E-01,1.39E+01,1.03754,,E04001
3.116,0.9573,59.98,1.9528,1.59E+01,4.38E-01,1.47E+01,1.08451,,E04001
3.116,0.9493,59.98,1.9928,1.63E+01,4.19E-01,1.55E+01,1.05324,,E04001
3.116,0.9412,59.98,2.0332,1.69E+01,4.22E-01,1.63E+01,1.03452,,E04001
3.116,0.9332,59.98,2.0731,1.84E+01,4.45E-01,1.72E+01,1.06846,,E04001
3.116,0.9252,59.98,2.113,1.91E+01,4.51E-01,1.81E+01,1.05286,,E04001
3.116,0.9172,59.98,2.1529,2.06E+01,4.79E-01,1.91E+01,1.0787,,E04001
3.116,0.9092,59.98,2.1928,2.14E+01,4.86E-01,2.01E+01,1.06515,,E04001
3.116,0.9012,59.98,2.2327,2.27E+01,5.04E-01,2.11E+01,1.07461,,E04001
3.116,0.8932,59.98,2.2726,2.39E+01,5.29E-01,2.22E+01,1.07701,,E04001
3.116,0.8851,59.98,2.313,2.49E+01,5.42E-01,2.33E+01,1.06821,,E04001
3.116,0.8771,59.98,2.3529,2.64E+01,5.77E-01,2.45E+01,1.07958,,E04001
3.116,0.8691,59.98,2.3928,2.71E+01,5.62E-01,2.56E+01,1.05711,,E04001
3.116,0.8611,59.98,2.4327,2.95E+01,5.98E-01,2.69E+01,1.09845,,E04001
3.116,0.8531,59.98,2.4726,3.03E+01,6.22E-01,2.81E+01,1.07772,,E04001
3.116,0.8451,59.98,2.5125,3.14E+01,6.33E-01,2.94E+01,1.06756,,E04001
3.116,0.8372,59.98,2.5519,3.36E+01,6.05E-01,3.07E+01,1.09336,,E04001
3.116,0.8292,59.98,2.5918,3.52E+01,6.33E-01,3.21E+01,1.0964,,E04001
3.116,0.8212,59.98,2.6317,3.50E+01,7.68E-01,3.35E+01,1.04418,,E04001
3.116,0.8132,59.98,2.6716,3.81E+01,8.10E-01,3.50E+01,1.08957,,E04001
3.116,0.8051,59.98,2.712,3.84E+01,8.12E-01,3.65E+01,1.05283,,E04001
3.116,0.7971,59.98,2.7519,4.10E+01,8.50E-01,3.80E+01,1.07903,,E04001
3.116,0.7891,59.98,2.7918,4.20E+01,8.62E-01,3.96E+01,1.06173,,E04001
3.116,0.7811,59.98,2.8317,4.36E+01,8.84E-01,4.12E+01,1.05938,,E04001
3.116,0.7731,59.98,2.8716,4.55E+01,9.12E-01,4.28E+01,1.06328,,E04001
3.116,0.7651,59.98,2.9115,4.74E+01,9.37E-01,4.45E+01,1.06601,,E04001
3.116,0.757,59.98,2.9519,4.88E+01,9.53E-01,4.62E+01,1.05637,,E04001
3.116,0.749,59.98,2.9918,5.09E+01,9.79E-01,4.79E+01,1.06163,,E04001
3.116,0.741,59.98,3.0317,5.37E+01,1.02E+00,4.97E+01,1.07987,,E04001
3.116,0.7329,59.98,3.0721,5.43E+01,9.33E-01,5.16E+01,1.05296,,E04001
3.116,0.7248,59.98,3.1125,5.71E+01,9.78E-01,5.34E+01,1.06835,,E04001
3.116,0.7168,59.98,3.1524,5.96E+01,1.05E+00,5.53E+01,1.07702,,E04001
3.116,0.7088,59.98,3.1923,6.22E+01,1.26E+00,5.73E+01,1.08616,,E04001
3.116,0.7008,59.98,3.2322,6.35E+01,1.27E+00,5.92E+01,1.07211,,E04001
3.116,0.6928,59.98,3.2721,6.25E+01,1.26E+00,6.12E+01,1.02076,,E04001
3.116,0.6848,59.98,3.312,6.53E+01,1.30E+00,6.33E+01,1.03217,,E04001
3.116,0.6768,59.98,3.3519,6.90E+01,1.35E+00,6.53E+01,1.05605,,E04001
3.116,0.6687,59.98,3.3923,6.99E+01,1.36E+00,6.75E+01,1.03602,,E04001
3.116,0.6607,59.98,3.4322,7.25E+01,1.40E+00,6.96E+01,1.04147,,E04001
3.116,0.6527,59.98,3.4721,7.48E+01,1.42E+00,7.18E+01,1.04191,,E04001
3.116,0.6447,59.98,3.512,7.80E+01,1.47E+00,7.40E+01,1.05395,,E04001
3.116,0.6367,59.98,3.5519,7.98E+01,1.59E+00,7.63E+01,1.04643,,E04001
3.116,0.6287,59.98,3.5918,8.51E+01,1.85E+00,7.85E+01,1.08341,,E04001
3.116,0.6207,59.98,3.6317,8.23E+01,1.72E+00,8.09E+01,1.01762,,E04001
3.116,0.6126,59.98,3.6721,8.68E+01,1.72E+00,8.33E+01,1.04243,,E04001
3.116,0.6046,59.98,3.7121,8.88E+01,1.75E+00,8.57E+01,1.03657,,E04001
3.116,0.5966,59.98,3.7519,9.00E+01,1.77E+00,8.81E+01,1.02151,,E04001
3.116,0.5886,59.98,3.7919,9.57E+01,1.84E+00,9.06E+01,1.0565,,E04001
3.116,0.5806,59.98,3.8318,9.54E+01,1.85E+00,9.31E+01,1.02474,,E04001
3.116,0.5726,59.98,3.8717,1.01E+02,1.92E+00,9.57E+01,1.05592,,E04001
3.116,0.5646,59.98,3.9116,1.00E+02,1.91E+00,9.82E+01,1.01786,,E04001
3.116,0.5565,59.98,3.952,1.04E+02,1.96E+00,1.01E+02,1.03062,,E04001
3.116,0.5485,59.98,3.9919,1.06E+02,2.04E+00,1.04E+02,1.02336,,E04001
3.116,0.5405,59.98,4.0318,1.09E+02,2.32E+00,1.06E+02,1.0254,,E04001
3.188,1.5535,47.68,0.7144,5.61E+00,1.15E-01,5.77E+00,0.97247,,Arrington-1995hs
3.188,1.5432,47.68,0.7551,6.51E+00,1.05E-01,6.25E+00,1.04157,,Arrington-1995hs
3.188,1.5314,47.68,0.8018,7.18E+00,1.09E-01,6.83E+00,1.05114,,Arrington-1995hs
3.188,1.5197,47.68,0.8481,8.33E+00,1.16E-01,7.44E+00,1.11974,,Arrington-1995hs
3.188,1.5079,47.68,0.8948,8.83E+00,1.20E-01,8.09E+00,1.09147,,Arrington-1995hs
3.188,1.4962,47.68,0.9411,9.97E+00,1.27E-01,8.78E+00,1.13613,,Arrington-1995hs
3.188,1.4844,47.68,0.9879,1.05E+01,1.31E-01,9.51E+00,1.10405,,Arrington-1995hs
3.188,1.4726,47.68,1.0346,1.13E+01,1.34E-01,1.03E+01,1.09773,,Arrington-1995hs
3.188,1.4609,47.68,1.0809,1.25E+01,1.42E-01,1.11E+01,1.1239,,Arrington-1995hs
3.188,1.4491,47.68,1.1276,1.33E+01,1.45E-01,1.20E+01,1.10695,,Arrington-1995hs
3.188,1.4374,47.68,1.1739,1.48E+01,1.54E-01,1.30E+01,1.14206,,Arrington-1995hs
3.188,1.4256,47.68,1.2206,1.61E+01,1.64E-01,1.40E+01,1.15239,,Arrington-1995hs
3.188,1.4139,47.68,1.2669,1.77E+01,1.80E-01,1.50E+01,1.17702,,Arrington-1995hs
3.188,1.4021,47.68,1.3136,1.92E+01,1.98E-01,1.62E+01,1.18672,,Arrington-1995hs
3.269,2.4766,21.98,1.1916,2.12E+03,4.68E+01,2.17E+03,0.97678,,E04001
3.269,2.4596,21.98,1.2316,2.21E+03,4.32E+01,2.22E+03,0.99509,,E04001
3.269,2.4426,21.98,1.2715,2.29E+03,4.32E+01,2.27E+03,1.0085,,E04001
3.269,2.4256,21.98,1.3115,2.28E+03,4.23E+01,2.32E+03,0.98267,,E04001
3.269,2.4086,21.98,1.3515,2.38E+03,4.36E+01,2.37E+03,1.00452,,E04001
3.269,2.3916,21.98,1.3915,2.47E+03,4.44E+01,2.42E+03,1.02146,,E04001
3.269,2.3746,21.98,1.4314,2.50E+03,4.49E+01,2.47E+03,1.01354,,E04001
3.269,2.3576,21.98,1.4714,2.52E+03,4.49E+01,2.52E+03,1.00191,,E04001
3.269,2.3406,21.98,1.5114,2.59E+03,4.59E+01,2.56E+03,1.01022,,E04001
3.269,2.3236,21.98,1.5513,2.67E+03,4.70E+01,2.61E+03,1.02205,,E04001
3.269,2.3066,21.98,1.5913,2.75E+03,4.79E+01,2.66E+03,1.03317,,E04001
3.269,2.2896,21.98,1.6313,2.78E+03,4.82E+01,2.71E+03,1.02534,,E04001
3.269,2.2726,21.98,1.6712,2.85E+03,4.91E+01,2.76E+03,1.03212,,E04001
3.269,2.2555,21.98,1.7115,2.88E+03,4.93E+01,2.81E+03,1.02404,,E04001
3.269,2.2385,21.98,1.7514,2.88E+03,4.91E+01,2.86E+03,1.00562,,E04001
3.269,2.2215,21.98,1.7914,2.97E+03,5.00E+01,2.92E+03,1.01841,,E04001
3.269,2.2045,21.98,1.8314,3.07E+03,5.11E+01,2.97E+03,1.03395,,E04001
3.269,2.1875,21.98,1.8713,2.99E+03,5.02E+01,3.02E+03,0.98915,,E04001
3.269,2.0855,21.98,2.1112,3.31E+03,5.97E+01,3.35E+03,0.98732,,E04001
3.269,2.0685,21.98,2.1511,3.42E+03,5.74E+01,3.41E+03,1.00382,,E04001
3.269,2.0515,21.98,2.1911,3.51E+03,5.71E+01,3.46E+03,1.01407,,E04001
3.269,2.0344,21.98,2.2313,3.53E+03,5.57E+01,3.52E+03,1.00395,,E04001
3.269,2.0174,21.98,2.2713,3.59E+03,5.64E+01,3.57E+03,1.006,,E04001
3.269,2.0004,21.98,2.3113,3.66E+03,5.71E+01,3.62E+03,1.01085,,E04001
3.269,1.9834,21.98,2.3512,3.68E+03,5.74E+01,3.67E+03,1.00232,,E04001
3.269,1.9664,21.98,2.3912,3.75E+03,5.83E+01,3.72E+03,1.00785,,E04001
3.269,1.9494,21.98,2.4312,3.83E+03,5.92E+01,3.77E+03,1.01624,,E04001
3.269,1.9324,21.98,2.4712,3.92E+03,6.03E+01,3.81E+03,1.02763,,E04001
3.269,1.9154,21.98,2.5111,3.92E+03,6.01E+01,3.86E+03,1.01589,,E04001
3.269,1.8984,21.98,2.5511,3.97E+03,6.07E+01,3.90E+03,1.01782,,E04001
3.269,1.8814,21.98,2.5911,4.02E+03,6.10E+01,3.94E+03,1.02033,,E04001
3.269,1.8644,21.98,2.631,4.02E+03,6.10E+01,3.98E+03,1.01066,,E04001
3.269,1.8474,21.98,2.671,4.04E+03,6.11E+01,4.01E+03,1.00705,,E04001
3.269,1.8304,21.98,2.711,4.07E+03,6.14E+01,4.04E+03,1.00645,,E04001
3.269,1.8133,21.98,2.7512,4.07E+03,6.32E+01,4.07E+03,0.99912,,E04001
3.269,1.7963,21.98,2.7912,4.10E+03,6.78E+01,4.10E+03,1.00002,,E04001
3.269,1.7453,21.98,2.9111,4.10E+03,5.14E+01,4.16E+03,0.9847,,E04001
3.269,1.7283,21.98,2.951,4.14E+03,5.12E+01,4.18E+03,0.9905,,E04001
3.269,1.7113,21.98,2.991,4.15E+03,5.04E+01,4.19E+03,0.98967,,E04001
3.269,1.6943,21.98,3.031,4.21E+03,5.11E+01,4.20E+03,1.00128,,E04001
3.269,1.6773,21.98,3.071,4.23E+03,5.12E+01,4.21E+03,1.00394,,E04001
3.269,1.6603,21.98,3.1109,4.23E+03,5.12E+01,4.22E+03,1.00227,,E04001
3.269,1.6433,21.98,3.1509,4.26E+03,5.16E+01,4.23E+03,1.00812,,E04001
3.269,1.6263,21.98,3.1909,4.24E+03,5.13E+01,4.23E+03,1.00251,,E04001
3.269,1.6093,21.98,3.2309,4.22E+03,5.12E+01,4.23E+03,0.99728,,E04001
3.269,1.5922,21.98,3.2711,4.23E+03,5.12E+01,4.23E+03,0.99946,,E04001
3.269,1.5752,21.98,3.311,4.16E+03,5.05E+01,4.23E+03,0.98306,,E04001
3.269,1.5582,21.98,3.351,4.25E+03,5.13E+01,4.23E+03,1.00478,,E04001
3.269,1.5412,21.98,3.391,4.25E+03,5.13E+01,4.23E+03,1.00549,,E04001
3.269,1.5242,21.98,3.431,4.29E+03,5.27E+01,4.22E+03,1.01591,,E04001
3.269,1.5072,21.98,3.4709,4.31E+03,5.40E+01,4.22E+03,1.02184,,E04001
3.269,2.1516,32.98,0.7127,5.55E+01,2.09E+00,5.46E+01,1.01613,,E04001
3.269,2.138,32.98,0.7525,6.12E+01,2.08E+00,5.94E+01,1.03015,,E04001
3.269,2.1243,32.98,0.7926,6.80E+01,2.05E+00,6.43E+01,1.05759,,E04001
3.269,2.1107,32.98,0.8325,7.41E+01,2.08E+00,6.92E+01,1.07062,,E04001
3.269,2.097,32.98,0.8726,7.73E+01,2.08E+00,7.43E+01,1.04095,,E04001
3.269,2.0834,32.98,0.9124,7.98E+01,2.10E+00,7.94E+01,1.00558,,E04001
3.269,2.0697,32.98,0.9526,8.71E+01,2.21E+00,8.46E+01,1.02964,,E04001
3.269,2.0561,32.98,0.9924,9.23E+01,2.30E+00,8.99E+01,1.02639,,E04001
3.269,2.0424,32.98,1.0325,9.83E+01,2.37E+00,9.54E+01,1.03024,,E04001
3.269,2.0288,32.98,1.0724,1.00E+02,2.39E+00,1.01E+02,0.9902,,E04001
3.269,2.0151,32.98,1.1125,1.14E+02,2.59E+00,1.07E+02,1.06752,,E04001
3.269,2.0015,32.98,1.1523,1.12E+02,2.55E+00,1.13E+02,0.99379,,E04001
3.269,1.9878,32.98,1.1925,1.20E+02,2.66E+00,1.19E+02,1.00993,,E04001
3.269,1.9742,32.98,1.2323,1.29E+02,2.79E+00,1.25E+02,1.03126,,E04001
3.269,1.9605,32.98,1.2724,1.38E+02,2.91E+00,1.32E+02,1.04879,,E04001
3.269,1.9469,32.98,1.3122,1.39E+02,2.91E+00,1.38E+02,1.00586,,E04001
3.269,1.9332,32.98,1.3524,1.49E+02,3.03E+00,1.45E+02,1.02716,,E04001
3.269,1.9196,32.98,1.3922,1.54E+02,3.11E+00,1.52E+02,1.01262,,E04001
3.269,1.9059,32.98,1.4323,1.66E+02,3.27E+00,1.59E+02,1.04173,,E04001
3.269,1.8923,32.98,1.4722,1.72E+02,3.46E+00,1.67E+02,1.03124,,E04001
3.269,1.8786,32.98,1.5123,1.79E+02,3.64E+00,1.75E+02,1.02573,,E04001
3.269,1.865,32.98,1.5521,1.85E+02,3.94E+00,1.82E+02,1.01425,,E04001
3.269,1.8513,32.98,1.5923,1.97E+02,3.74E+00,1.91E+02,1.03358,,E04001
3.269,1.8377,32.98,1.6321,2.05E+02,3.81E+00,1.99E+02,1.03036,,E04001
3.269,1.824,32.98,1.6722,2.12E+02,4.68E+00,2.08E+02,1.0209,,E04001
3.269,1.8104,32.98,1.7121,2.18E+02,4.57E+00,2.17E+02,1.00651,,E04001
3.269,1.7967,32.98,1.7522,2.25E+02,4.64E+00,2.26E+02,0.99628,,E04001
3.269,1.783,32.98,1.7923,2.46E+02,4.95E+00,2.35E+02,1.04512,,E04001
3.269,1.7694,32.98,1.8321,2.50E+02,4.98E+00,2.45E+02,1.01974,,E04001
3.269,1.7557,32.98,1.8723,2.65E+02,5.19E+00,2.55E+02,1.03804,,E04001
3.269,1.7421,32.98,1.9121,2.77E+02,5.34E+00,2.66E+02,1.04288,,E04001
3.269,1.7284,32.98,1.9522,2.80E+02,5.38E+00,2.76E+02,1.01339,,E04001
3.269,1.7148,32.98,1.9921,2.91E+02,5.52E+00,2.87E+02,1.01327,,E04001
3.269,1.7011,32.98,2.0322,3.08E+02,5.74E+00,2.98E+02,1.03224,,E04001
3.269,1.6875,32.98,2.072,3.18E+02,5.86E+00,3.10E+02,1.02683,,E04001
3.269,1.6738,32.98,2.1122,3.26E+02,5.94E+00,3.21E+02,1.01453,,E04001
3.269,1.6602,32.98,2.152,3.32E+02,6.00E+00,3.33E+02,0.99679,,E04001
3.269,1.6465,32.98,2.1921,3.53E+02,6.24E+00,3.45E+02,1.02289,,E04001
3.269,1.6329,32.98,2.232,3.71E+02,6.47E+00,3.57E+02,1.03895,,E04001
3.269,1.6192,32.98,2.2721,3.76E+02,6.89E+00,3.69E+02,1.01803,,E04001
3.269,1.6056,32.98,2.3119,3.93E+02,7.51E+00,3.82E+02,1.02979,,E04001
3.269,1.5919,32.98,2.3521,3.99E+02,6.48E+00,3.94E+02,1.01243,,E04001
3.269,1.5783,32.98,2.3919,4.02E+02,7.16E+00,4.07E+02,0.98878,,E04001
3.269,1.5646,32.98,2.432,4.31E+02,7.21E+00,4.19E+02,1.02842,,E04001
3.269,1.551,32.98,2.4718,4.40E+02,7.22E+00,4.32E+02,1.01951,,E04001
3.269,1.5373,32.98,2.512,4.42E+02,7.23E+00,4.44E+02,0.99505,,E04001
3.269,1.5237,32.98,2.5518,4.68E+02,7.55E+00,4.57E+02,1.0247,,E04001
3.269,1.51,32.98,2.5919,4.76E+02,7.64E+00,4.69E+02,1.01421,,E04001
3.269,1.4964,32.98,2.6318,4.79E+02,7.67E+00,4.82E+02,0.99417,,E04001
3.269,1.4827,32.98,2.6719,4.90E+02,7.79E+00,4.94E+02,0.99124,,E04001
3.269,1.4691,32.98,2.7117,5.14E+02,8.06E+00,5.07E+02,1.01451,,E04001
3.269,1.4554,32.98,2.7519,5.33E+02,8.28E+00,5.19E+02,1.02701,,E04001
3.269,1.4418,32.98,2.7917,5.29E+02,8.22E+00,5.31E+02,0.99597,,E04001
3.269,1.4281,32.98,2.8318,5.44E+02,8.37E+00,5.43E+02,1.00131,,E04001
3.269,1.4145,32.98,2.8717,5.51E+02,8.43E+00,5.55E+02,0.99236,,E04001
3.269,1.4008,32.98,2.9118,5.77E+02,8.87E+00,5.67E+02,1.01739,,E04001
3.269,1.3872,32.98,2.9516,5.82E+02,9.43E+00,5.79E+02,1.00549,,E04001
3.269,1.3735,32.98,2.9918,5.92E+02,1.01E+01,5.90E+02,1.00266,,E04001
3.269,1.3599,32.98,3.0316,6.10E+02,1.12E+01,6.02E+02,1.01363,,E04001
3.269,1.7471,42.98,0.6733,9.46E+00,3.60E-01,8.50E+00,1.11265,,E04001
3.269,1.7361,42.98,0.7133,9.31E+00,3.41E-01,9.23E+00,1.00873,,E04001
3.269,1.7251,42.98,0.7532,1.10E+01,3.47E-01,9.99E+00,1.10149,,E04001
3.269,1.7141,42.98,0.7931,1.15E+01,3.44E-01,1.08E+01,1.06729,,E04001
3.269,1.703,42.98,0.8334,1.29E+01,3.59E-01,1.16E+01,1.1113,,E04001
3.269,1.692,42.98,0.8733,1.28E+01,3.56E-01,1.25E+01,1.02655,,E04001
