E0,Ep,theta,Q2,xs,err,f1f221,ratio,,dataSet
3.4889,1.5733,28,3.1913,1.07E+03,9.22E+00,1.08E+03,0.99387,,E04001
3.4889,1.5585,28,3.2312,1.08E+03,9.28E+00,1.09E+03,0.99092,,E04001
3.4889,1.5436,28,3.2713,1.09E+03,9.21E+00,1.10E+03,0.9883,,E04001
3.4889,1.5288,28,3.3111,1.10E+03,9.21E+00,1.12E+03,0.98619,,E04001
3.4889,1.5139,28,3.3513,1.13E+03,9.41E+00,1.13E+03,1.00222,,E04001
3.4889,1.4991,28,3.3911,1.15E+03,9.44E+00,1.14E+03,1.00948,,E04001
3.4889,1.4842,28,3.4312,1.14E+03,9.40E+00,1.15E+03,0.99079,,E04001
3.4889,1.4694,28,3.4711,1.17E+03,9.56E+00,1.16E+03,1.00723,,E04001
3.4889,1.4545,28,3.5112,1.16E+03,9.43E+00,1.17E+03,0.98951,,E04001
3.4889,1.4397,28,3.551,1.17E+03,9.47E+00,1.18E+03,0.98935,,E04001
3.4889,1.4248,28,3.5912,1.19E+03,9.64E+00,1.19E+03,0.99774,,E04001
3.4889,1.41,28,3.631,1.21E+03,1.03E+01,1.20E+03,1.00632,,E04001
3.4889,1.3802,28,3.7113,1.22E+03,1.23E+01,1.22E+03,0.99918,,E04001
3.4889,1.3654,28,3.7511,1.23E+03,1.15E+01,1.23E+03,1.00016,,E04001
3.4889,1.3505,28,3.7912,1.24E+03,1.14E+01,1.24E+03,1.00129,,E04001
3.4889,1.3357,28,3.8311,1.24E+03,1.14E+01,1.25E+03,0.99463,,E04001
3.4889,1.3208,28,3.8712,1.22E+03,1.12E+01,1.25E+03,0.97227,,E04001
3.4889,1.306,28,3.911,1.27E+03,1.15E+01,1.26E+03,1.00586,,E04001
3.4889,1.2911,28,3.9512,1.29E+03,1.15E+01,1.27E+03,1.01559,,E04001
3.4889,1.2763,28,3.991,1.30E+03,1.16E+01,1.28E+03,1.01761,,E04001
3.4889,1.2614,28,4.0311,1.31E+03,1.16E+01,1.28E+03,1.01969,,E04001
3.4889,1.2466,28,4.071,1.30E+03,1.15E+01,1.29E+03,1.0065,,E04001
3.4889,1.2317,28,4.1111,1.30E+03,1.16E+01,1.30E+03,1.00123,,E04001
3.4889,1.2169,28,4.1509,1.35E+03,1.25E+01,1.30E+03,1.03456,,E04001
3.4889,1.202,28,4.191,1.35E+03,1.38E+01,1.31E+03,1.02943,,E04001
3.4889,2.1804,36,0.433,1.04E+01,5.76E-01,9.89E+00,1.05207,,E04001
3.4889,2.168,36,0.4728,1.25E+01,6.00E-01,1.11E+01,1.13091,,E04001
3.4889,2.1555,36,0.5129,1.41E+01,6.09E-01,1.23E+01,1.14616,,E04001
3.4889,2.143,36,0.5529,1.44E+01,5.91E-01,1.36E+01,1.05742,,E04001
3.4889,2.1306,36,0.5927,1.57E+01,6.09E-01,1.50E+01,1.04778,,E04001
3.4889,2.1181,36,0.6328,1.86E+01,6.63E-01,1.64E+01,1.13276,,E04001
3.4889,2.1057,36,0.6726,2.00E+01,6.88E-01,1.79E+01,1.11726,,E04001
3.4889,2.0932,36,0.7127,2.08E+01,6.98E-01,1.95E+01,1.06935,,E04001
3.4889,2.0807,36,0.7528,2.28E+01,7.26E-01,2.11E+01,1.08283,,E04001
3.4889,2.0683,36,0.7926,2.37E+01,7.37E-01,2.27E+01,1.04401,,E04001
3.4889,2.0558,36,0.8327,2.70E+01,7.91E-01,2.44E+01,1.10592,,E04001
3.4889,2.0433,36,0.8728,2.78E+01,7.94E-01,2.62E+01,1.06168,,E04001
3.4889,2.0309,36,0.9126,3.00E+01,8.27E-01,2.80E+01,1.07124,,E04001
3.4889,2.0184,36,0.9526,3.12E+01,8.47E-01,2.99E+01,1.04292,,E04001
3.4889,2.0059,36,0.9927,3.22E+01,8.52E-01,3.19E+01,1.00921,,E04001
3.4889,1.9935,36,1.0325,3.64E+01,9.14E-01,3.40E+01,1.07172,,E04001
3.4889,1.981,36,1.0726,3.98E+01,9.55E-01,3.61E+01,1.10155,,E04001
3.4889,1.9685,36,1.1127,4.09E+01,9.67E-01,3.84E+01,1.06519,,E04001
3.4889,1.9561,36,1.1525,4.17E+01,9.71E-01,4.07E+01,1.02336,,E04001
3.4889,1.9436,36,1.1926,4.54E+01,1.02E+00,4.32E+01,1.05025,,E04001
3.4889,1.9312,36,1.2324,4.83E+01,1.06E+00,4.58E+01,1.05461,,E04001
3.4889,1.9187,36,1.2725,5.03E+01,1.12E+00,4.85E+01,1.03679,,E04001
3.4889,1.9062,36,1.3126,5.40E+01,1.20E+00,5.13E+01,1.05169,,E04001
3.4889,1.8938,36,1.3523,5.87E+01,1.32E+00,5.43E+01,1.08159,,E04001
3.4889,1.8813,36,1.3924,6.11E+01,1.81E+00,5.73E+01,1.06559,,E04001
3.4889,1.8688,36,1.4325,6.10E+01,1.66E+00,6.05E+01,1.00785,,E04001
3.4889,1.8564,36,1.4723,6.50E+01,1.63E+00,6.38E+01,1.01884,,E04001
3.4889,1.8439,36,1.5124,7.01E+01,1.62E+00,6.72E+01,1.04283,,E04001
3.4889,1.8314,36,1.5525,7.09E+01,1.60E+00,7.08E+01,1.00182,,E04001
3.4889,1.819,36,1.5923,7.60E+01,1.67E+00,7.44E+01,1.02124,,E04001
3.4889,1.8065,36,1.6324,7.92E+01,1.70E+00,7.82E+01,1.01241,,E04001
3.4889,1.794,36,1.6725,8.32E+01,1.74E+00,8.22E+01,1.01241,,E04001
3.4889,1.7816,36,1.7123,8.77E+01,1.78E+00,8.62E+01,1.017,,E04001
3.4889,1.7691,36,1.7524,9.32E+01,1.84E+00,9.04E+01,1.03043,,E04001
3.4889,1.7567,36,1.7921,9.34E+01,1.84E+00,9.48E+01,0.98548,,E04001
3.4889,1.7442,36,1.8322,9.62E+01,1.87E+00,9.93E+01,0.96891,,E04001
3.4889,1.7317,36,1.8723,1.08E+02,2.01E+00,1.04E+02,1.03896,,E04001
3.4889,1.7193,36,1.9121,1.13E+02,2.04E+00,1.09E+02,1.03937,,E04001
3.4889,1.7068,36,1.9522,1.21E+02,2.12E+00,1.14E+02,1.06448,,E04001
3.4889,1.6943,36,1.9923,1.19E+02,2.09E+00,1.19E+02,1.00185,,E04001
3.4889,1.6819,36,2.0321,1.29E+02,2.18E+00,1.24E+02,1.04041,,E04001
3.4889,1.6694,36,2.0722,1.33E+02,2.22E+00,1.29E+02,1.02798,,E04001
3.4889,1.6569,36,2.1123,1.35E+02,2.26E+00,1.35E+02,1.00082,,E04001
3.4889,1.6445,36,2.1521,1.53E+02,2.53E+00,1.40E+02,1.08905,,E04001
3.4889,1.632,36,2.1922,1.51E+02,2.64E+00,1.46E+02,1.03234,,E04001
3.4889,1.6196,36,2.2319,1.64E+02,8.01E+00,1.52E+02,1.0781,,E04001
3.4889,1.6071,36,2.2721,1.82E+02,7.70E+00,1.58E+02,1.15095,,E04001
3.4889,1.5946,36,2.3121,1.70E+02,6.90E+00,1.64E+02,1.03501,,E04001
3.4889,1.5822,36,2.3519,1.69E+02,6.57E+00,1.70E+02,0.99167,,E04001
3.4889,1.5697,36,2.392,1.85E+02,6.84E+00,1.77E+02,1.04679,,E04001
3.4889,1.5572,36,2.4321,1.96E+02,7.03E+00,1.83E+02,1.07028,,E04001
3.4889,1.5448,36,2.4719,1.91E+02,6.90E+00,1.90E+02,1.00765,,E04001
3.4889,1.5323,36,2.512,2.04E+02,7.12E+00,1.96E+02,1.04034,,E04001
3.4889,1.5198,36,2.5521,2.07E+02,7.15E+00,2.03E+02,1.02121,,E04001
3.4889,1.5074,36,2.5919,2.05E+02,7.07E+00,2.09E+02,0.97941,,E04001
3.4889,1.4949,36,2.632,2.14E+02,7.29E+00,2.16E+02,0.9906,,E04001
3.4889,1.4824,36,2.6721,2.28E+02,7.54E+00,2.23E+02,1.02339,,E04001
3.4889,1.47,36,2.7119,2.24E+02,7.46E+00,2.30E+02,0.97591,,E04001
3.4889,1.4575,36,2.7519,2.43E+02,7.73E+00,2.36E+02,1.02809,,E04001
3.4889,1.4451,36,2.7917,2.42E+02,7.73E+00,2.43E+02,0.99523,,E04001
3.4889,1.4326,36,2.8318,2.56E+02,7.96E+00,2.50E+02,1.02388,,E04001
3.4889,1.4201,36,2.8719,2.66E+02,8.43E+00,2.57E+02,1.03534,,E04001
3.4889,1.4077,36,2.9117,2.72E+02,8.98E+00,2.64E+02,1.03124,,E04001
3.4889,1.3827,36,2.9919,2.82E+02,4.88E+00,2.78E+02,1.016,,E04001
3.4889,1.3703,36,3.0317,2.84E+02,4.52E+00,2.84E+02,0.99859,,E04001
3.4889,1.3578,36,3.0718,2.92E+02,4.42E+00,2.91E+02,1.00244,,E04001
3.4889,1.3453,36,3.1119,2.92E+02,4.38E+00,2.98E+02,0.97937,,E04001
3.4889,1.3329,36,3.1517,3.10E+02,4.54E+00,3.05E+02,1.01656,,E04001
3.4889,1.3204,36,3.1917,3.07E+02,4.48E+00,3.12E+02,0.98467,,E04001
3.4889,1.3079,36,3.2319,3.21E+02,4.57E+00,3.19E+02,1.0076,,E04001
3.4889,1.2955,36,3.2716,3.33E+02,4.66E+00,3.25E+02,1.02364,,E04001
3.4889,1.283,36,3.3117,3.40E+02,4.75E+00,3.32E+02,1.02397,,E04001
3.4889,1.2706,36,3.3515,3.50E+02,4.80E+00,3.39E+02,1.03339,,E04001
3.4889,1.2581,36,3.3916,3.46E+02,4.76E+00,3.45E+02,1.00185,,E04001
3.4889,1.2456,36,3.4317,3.57E+02,4.83E+00,3.52E+02,1.01426,,E04001
3.4889,1.2332,36,3.4715,3.60E+02,4.87E+00,3.59E+02,1.00413,,E04001
3.4889,1.2207,36,3.5116,3.73E+02,5.14E+00,3.65E+02,1.02175,,E04001
3.4889,1.2082,36,3.5517,3.70E+02,5.51E+00,3.72E+02,0.9958,,E04001
3.4889,1.1958,36,3.5915,3.85E+02,6.30E+00,3.78E+02,1.0186,,E04001
3.4889,1.1833,36,3.6315,3.86E+02,5.70E+00,3.84E+02,1.00419,,E04001
3.4889,1.1708,36,3.6717,3.88E+02,5.33E+00,3.91E+02,0.99296,,E04001
3.4889,1.1584,36,3.7114,4.04E+02,5.37E+00,3.97E+02,1.01761,,E04001
3.4889,1.1459,36,3.7515,4.16E+02,5.46E+00,4.03E+02,1.03154,,E04001
3.4889,1.1334,36,3.7916,4.13E+02,5.40E+00,4.10E+02,1.00852,,E04001
3.4889,1.121,36,3.8314,4.24E+02,5.46E+00,4.16E+02,1.02006,,E04001
3.4889,1.1085,36,3.8715,4.30E+02,5.52E+00,4.22E+02,1.01939,,E04001
3.4889,1.0961,36,3.9113,4.39E+02,5.58E+00,4.28E+02,1.02592,,E04001
3.4889,1.0836,36,3.9514,4.36E+02,5.53E+00,4.34E+02,1.00459,,E04001
3.4889,1.0711,36,3.9915,4.41E+02,5.57E+00,4.40E+02,1.00209,,E04001
3.4889,1.0587,36,4.0312,4.55E+02,5.71E+00,4.46E+02,1.02002,,E04001
3.4889,1.0462,36,4.0713,4.59E+02,6.02E+00,4.52E+02,1.01528,,E04001
3.4889,1.0337,36,4.1114,4.65E+02,6.76E+00,4.58E+02,1.01511,,E04001
3.4889,1.6179,40,1.7527,4.80E+01,1.56E+00,4.83E+01,0.99406,,E04001
3.4889,1.6065,40,1.7927,4.98E+01,1.46E+00,5.08E+01,0.98076,,E04001
3.4889,1.5951,40,1.8327,5.51E+01,1.44E+00,5.34E+01,1.03263,,E04001
3.4889,1.5837,40,1.8727,5.85E+01,1.43E+00,5.60E+01,1.04403,,E04001
3.4889,1.5724,40,1.9123,6.11E+01,1.45E+00,5.88E+01,1.03959,,E04001
3.4889,1.561,40,1.9523,6.56E+01,1.50E+00,6.16E+01,1.06436,,E04001
3.4889,1.5496,40,1.9923,6.59E+01,1.50E+00,6.46E+01,1.02031,,E04001
3.4889,1.5382,40,2.0323,6.92E+01,1.52E+00,6.76E+01,1.02312,,E04001
3.4889,1.5268,40,2.0723,7.23E+01,1.56E+00,7.08E+01,1.0215,,E04001
3.4889,1.5154,40,2.1122,7.38E+01,1.57E+00,7.40E+01,0.99711,,E04001
3.4889,1.504,40,2.1522,7.78E+01,1.62E+00,7.73E+01,1.00595,,E04001
3.4889,1.4926,40,2.1922,8.24E+01,1.69E+00,8.08E+01,1.02036,,E04001
3.4889,1.4812,40,2.2322,8.72E+01,1.72E+00,8.43E+01,1.03489,,E04001
3.4889,1.4698,40,2.2722,9.12E+01,1.76E+00,8.79E+01,1.03813,,E04001
3.4889,1.4584,40,2.3122,9.37E+01,1.78E+00,9.15E+01,1.0238,,E04001
3.4889,1.447,40,2.3521,9.86E+01,1.84E+00,9.53E+01,1.03491,,E04001
3.4889,1.4356,40,2.3921,1.03E+02,1.88E+00,9.91E+01,1.03933,,E04001
3.4889,1.4242,40,2.4321,1.05E+02,1.93E+00,1.03E+02,1.01932,,E04001
3.4889,1.4128,40,2.4721,1.10E+02,2.07E+00,1.07E+02,1.02823,,E04001
3.4889,1.4014,40,2.5121,1.17E+02,2.28E+00,1.11E+02,1.05386,,E04001
3.4889,1.39,40,2.5521,1.21E+02,2.71E+00,1.15E+02,1.05108,,E04001
3.4889,1.3786,40,2.5921,1.24E+02,2.52E+00,1.19E+02,1.03948,,E04001
3.4889,1.3672,40,2.6321,1.25E+02,2.37E+00,1.24E+02,1.01198,,E04001
3.4889,1.3558,40,2.672,1.28E+02,2.34E+00,1.28E+02,1.00156,,E04001
3.4889,1.3444,40,2.712,1.34E+02,2.39E+00,1.32E+02,1.01423,,E04001
3.4889,1.333,40,2.752,1.38E+02,2.43E+00,1.36E+02,1.01106,,E04001
3.4889,1.3216,40,2.792,1.44E+02,2.47E+00,1.41E+02,1.02193,,E04001
3.4889,1.3102,40,2.832,1.51E+02,2.53E+00,1.45E+02,1.03873,,E04001
3.4889,1.2988,40,2.872,1.46E+02,2.47E+00,1.50E+02,0.97418,,E04001
3.4889,1.2874,40,2.9119,1.56E+02,2.57E+00,1.54E+02,1.01036,,E04001
3.4889,1.276,40,2.9519,1.59E+02,2.60E+00,1.59E+02,1.00019,,E04001
3.4889,1.2646,40,2.9919,1.70E+02,2.68E+00,1.64E+02,1.03931,,E04001
3.4889,1.2532,40,3.0319,1.79E+02,2.75E+00,1.68E+02,1.06421,,E04001
3.4889,1.2418,40,3.0719,1.77E+02,2.74E+00,1.73E+02,1.02401,,E04001
3.4889,1.2304,40,3.1119,1.82E+02,2.81E+00,1.78E+02,1.02518,,E04001
3.4889,1.219,40,3.1519,1.86E+02,2.94E+00,1.82E+02,1.02069,,E04001
3.4889,1.2076,40,3.1918,2.00E+02,3.29E+00,1.87E+02,1.06986,,E04001
3.4889,1.1962,40,3.2318,1.96E+02,4.09E+00,1.92E+02,1.02264,,E04001
3.4889,1.1848,40,3.2718,1.97E+02,3.73E+00,1.96E+02,1.00305,,E04001
3.4889,1.1734,40,3.3118,2.11E+02,3.60E+00,2.01E+02,1.04897,,E04001
3.4889,1.162,40,3.3518,2.05E+02,3.46E+00,2.06E+02,0.99558,,E04001
3.4889,1.1506,40,3.3918,2.15E+02,3.55E+00,2.11E+02,1.02051,,E04001
3.4889,1.1392,40,3.4318,2.19E+02,3.57E+00,2.15E+02,1.01643,,E04001
3.4889,1.1278,40,3.4717,2.25E+02,3.61E+00,2.20E+02,1.02161,,E04001
3.4889,1.1164,40,3.5117,2.23E+02,3.57E+00,2.25E+02,0.99098,,E04001
3.4889,1.105,40,3.5517,2.35E+02,3.68E+00,2.30E+02,1.02254,,E04001
3.4889,1.0936,40,3.5917,2.35E+02,3.68E+00,2.35E+02,1.00166,,E04001
3.4889,1.0822,40,3.6317,2.46E+02,3.76E+00,2.39E+02,1.02757,,E04001
3.4889,1.0708,40,3.6717,2.47E+02,3.76E+00,2.44E+02,1.01151,,E04001
3.4889,1.0594,40,3.7116,2.54E+02,3.86E+00,2.49E+02,1.02016,,E04001
3.4889,1.048,40,3.7516,2.53E+02,4.01E+00,2.54E+02,0.99697,,E04001
3.4889,1.0366,40,3.7916,2.68E+02,4.52E+00,2.59E+02,1.03651,,E04001
3.4889,1.0366,40,3.7916,2.65E+02,4.92E+00,2.59E+02,1.02491,,E04001
3.4889,1.0366,40,3.7916,2.68E+02,4.52E+00,2.59E+02,1.03651,,E04001
3.4889,1.0366,40,3.7916,2.65E+02,4.92E+00,2.59E+02,1.02491,,E04001
3.4889,1.0252,40,3.8316,2.66E+02,4.47E+00,2.63E+02,1.0101,,E04001
3.4889,1.0138,40,3.8716,2.61E+02,4.22E+00,2.68E+02,0.97341,,E04001
3.4889,1.0024,40,3.9116,2.71E+02,4.30E+00,2.73E+02,0.993,,E04001
3.4889,0.991,40,3.9516,2.77E+02,4.30E+00,2.78E+02,0.99744,,E04001
3.4889,0.9796,40,3.9915,2.89E+02,4.40E+00,2.83E+02,1.02297,,E04001
3.4889,0.9682,40,4.0315,2.94E+02,4.44E+00,2.87E+02,1.02328,,E04001
3.4889,0.9568,40,4.0715,2.96E+02,4.44E+00,2.92E+02,1.01325,,E04001
3.4889,0.9454,40,4.1115,3.10E+02,4.54E+00,2.97E+02,1.04395,,E04001
3.4889,0.934,40,4.1515,3.14E+02,4.58E+00,3.02E+02,1.04046,,E04001
3.4889,0.9226,40,4.1915,3.16E+02,4.63E+00,3.07E+02,1.03056,,E04001
3.4889,0.9112,40,4.2314,3.27E+02,4.95E+00,3.11E+02,1.04979,,E04001
3.4889,0.8998,40,4.2714,3.29E+02,5.53E+00,3.16E+02,1.03995,,E04001
3.6,3.4462,15,0.3244,3.61E+02,1.23E+01,4.37E+02,0.82573,,Chen-1990kq
3.6,3.4289,15,0.3611,5.13E+02,1.48E+01,6.10E+02,0.84054,,Chen-1990kq
3.6,3.4116,15,0.3978,7.59E+02,1.81E+01,8.50E+02,0.89327,,Chen-1990kq
3.6,3.3943,15,0.4345,1.22E+03,2.33E+01,1.27E+03,0.96382,,Chen-1990kq
3.6,3.377,15,0.4712,1.72E+03,2.82E+01,1.92E+03,0.89593,,Chen-1990kq
3.6,3.3597,15,0.5079,2.47E+03,3.51E+01,2.71E+03,0.91053,,Chen-1990kq
3.6,3.3423,15,0.5448,3.61E+03,1.29E+02,3.72E+03,0.97119,,Chen-1990kq
3.6,3.326,15,0.5794,4.67E+03,1.42E+02,4.87E+03,0.95903,,Chen-1990kq
3.6,3.3098,15,0.6137,6.22E+03,1.60E+02,6.22E+03,1.00026,,Chen-1990kq
3.6,3.2935,15,0.6483,8.04E+03,1.78E+02,7.75E+03,1.03706,,Chen-1990kq
3.6,3.2772,15,0.6829,9.01E+03,1.85E+02,9.41E+03,0.95787,,Chen-1990kq
3.6,3.2609,15,0.7175,1.11E+04,2.02E+02,1.11E+04,1.00045,,Chen-1990kq
3.6,3.2447,15,0.7519,1.27E+04,2.12E+02,1.27E+04,0.99913,,Chen-1990kq
3.6,3.2284,15,0.7864,1.41E+04,2.20E+02,1.42E+04,0.99422,,Chen-1990kq
3.6,3.2121,15,0.821,1.52E+04,2.29E+02,1.54E+04,0.98497,,Chen-1990kq
3.6,3.1958,15,0.8556,1.60E+04,2.37E+02,1.64E+04,0.97436,,Chen-1990kq
3.6,3.1796,15,0.89,1.74E+04,2.50E+02,1.71E+04,1.01505,,Chen-1990kq
3.6,3.1633,15,0.9246,1.74E+04,2.60E+02,1.76E+04,0.98707,,Chen-1990kq
3.6,3.1481,15,0.9568,1.91E+04,3.97E+02,1.79E+04,1.06734,,Chen-1990kq
3.6,3.1328,15,0.9893,1.94E+04,3.87E+02,1.80E+04,1.0764,,Chen-1990kq
3.6,3.1174,15,1.0219,1.87E+04,3.70E+02,1.80E+04,1.0363,,Chen-1990kq
3.6,3.1021,15,1.0544,1.93E+04,3.67E+02,1.80E+04,1.07169,,Chen-1990kq
3.6,3.0868,15,1.0869,1.89E+04,3.56E+02,1.79E+04,1.05386,,Chen-1990kq
3.6,3.0715,15,1.1193,1.94E+04,3.55E+02,1.78E+04,1.08702,,Chen-1990kq
3.6,3.0561,15,1.152,1.86E+04,3.39E+02,1.78E+04,1.04706,,Chen-1990kq
3.6,3.0408,15,1.1845,1.84E+04,3.33E+02,1.77E+04,1.03949,,Chen-1990kq
3.6,3.0255,15,1.2169,1.87E+04,3.36E+02,1.77E+04,1.05859,,Chen-1990kq
3.6,3.0102,15,1.2494,1.87E+04,3.39E+02,1.77E+04,1.05889,,Chen-1990kq
3.6,2.9948,15,1.2821,1.82E+04,3.39E+02,1.77E+04,1.02912,,Chen-1990kq
3.6,2.9795,15,1.3145,1.82E+04,3.52E+02,1.77E+04,1.0261,,Chen-1990kq
3.6,2.9642,15,1.347,1.84E+04,3.76E+02,1.78E+04,1.03313,,Chen-1990kq
3.6,2.9497,15,1.3777,1.94E+04,3.75E+02,1.79E+04,1.08428,,Chen-1990kq
3.6,2.9353,15,1.4083,1.86E+04,3.59E+02,1.80E+04,1.03443,,Chen-1990kq
3.6,2.9209,15,1.4388,1.92E+04,3.57E+02,1.81E+04,1.06253,,Chen-1990kq
3.6,2.9064,15,1.4696,1.89E+04,3.49E+02,1.82E+04,1.04121,,Chen-1990kq
3.6,2.892,15,1.5002,1.93E+04,3.48E+02,1.82E+04,1.05898,,Chen-1990kq
3.6,2.8776,15,1.5307,1.94E+04,3.43E+02,1.83E+04,1.06121,,Chen-1990kq
3.6,2.8632,15,1.5613,1.86E+04,3.32E+02,1.83E+04,1.01539,,Chen-1990kq
3.6,2.8487,15,1.592,1.90E+04,3.37E+02,1.83E+04,1.03627,,Chen-1990kq
3.6,2.8343,15,1.6226,1.87E+04,3.38E+02,1.83E+04,1.02013,,Chen-1990kq
3.6,2.8199,15,1.6531,1.85E+04,3.41E+02,1.83E+04,1.01049,,Chen-1990kq
3.6,2.8054,15,1.6839,1.85E+04,3.55E+02,1.83E+04,1.01276,,Chen-1990kq
3.9,3.7192,15,0.2321,1.52E+02,9.15E+00,1.94E+02,0.78439,,Chen-1990kq
3.9,3.7006,15,0.272,2.02E+02,1.05E+01,2.71E+02,0.74652,,Chen-1990kq
3.9,3.6821,15,0.3116,3.48E+02,1.38E+01,3.77E+02,0.92406,,Chen-1990kq
3.9,3.6635,15,0.3515,4.60E+02,1.61E+01,5.24E+02,0.87857,,Chen-1990kq
3.9,3.6449,15,0.3913,6.91E+02,2.01E+01,8.22E+02,0.84113,,Chen-1990kq
3.9,3.6264,15,0.4309,1.04E+03,2.51E+01,1.17E+03,0.8876,,Chen-1990kq
3.9,3.6078,15,0.4708,1.42E+03,3.06E+01,1.63E+03,0.87133,,Chen-1990kq
3.9,3.589,15,0.511,2.04E+03,7.24E+01,2.22E+03,0.91739,,Chen-1990kq
3.9,3.5715,15,0.5485,2.71E+03,8.12E+01,2.91E+03,0.93169,,Chen-1990kq
3.9,3.5541,15,0.5858,3.65E+03,9.20E+01,3.72E+03,0.98179,,Chen-1990kq
3.9,3.5366,15,0.6233,4.48E+03,9.97E+01,4.65E+03,0.96427,,Chen-1990kq
3.9,3.5191,15,0.6608,5.44E+03,1.08E+02,5.66E+03,0.96156,,Chen-1990kq
3.9,3.5016,15,0.6983,6.68E+03,1.18E+02,6.70E+03,0.99648,,Chen-1990kq
3.9,3.4842,15,0.7355,7.59E+03,1.23E+02,7.72E+03,0.98303,,Chen-1990kq
3.9,3.4667,15,0.773,8.42E+03,1.28E+02,8.67E+03,0.97169,,Chen-1990kq
3.9,3.4492,15,0.8105,9.44E+03,1.35E+02,9.49E+03,0.99513,,Chen-1990kq
3.9,3.4317,15,0.848,1.01E+04,1.41E+02,1.02E+04,0.99409,,Chen-1990kq
3.9,3.4143,15,0.8853,1.09E+04,1.48E+02,1.07E+04,1.02031,,Chen-1990kq
3.9,3.3968,15,0.9227,1.11E+04,1.55E+02,1.11E+04,1.00244,,Chen-1990kq
3.9,3.3804,15,0.9579,1.16E+04,2.29E+02,1.13E+04,1.02356,,Chen-1990kq
3.9,3.364,15,0.993,1.21E+04,2.27E+02,1.15E+04,1.05089,,Chen-1990kq
3.9,3.3475,15,1.0284,1.22E+04,2.22E+02,1.16E+04,1.04847,,Chen-1990kq
3.9,3.3311,15,1.0635,1.28E+04,2.21E+02,1.17E+04,1.09243,,Chen-1990kq
3.9,3.3146,15,1.0988,1.22E+04,2.12E+02,1.18E+04,1.03618,,Chen-1990kq
3.9,3.2981,15,1.1342,1.25E+04,2.11E+02,1.18E+04,1.05762,,Chen-1990kq
3.9,3.2817,15,1.1693,1.24E+04,2.05E+02,1.19E+04,1.04535,,Chen-1990kq
3.9,3.2652,15,1.2046,1.18E+04,1.98E+02,1.19E+04,0.99076,,Chen-1990kq
3.9,3.2487,15,1.24,1.25E+04,2.04E+02,1.20E+04,1.04463,,Chen-1990kq
3.9,3.2323,15,1.2751,1.22E+04,2.04E+02,1.20E+04,1.01405,,Chen-1990kq
3.9,3.2158,15,1.3105,1.25E+04,2.09E+02,1.21E+04,1.03263,,Chen-1990kq
3.9,3.1994,15,1.3456,1.25E+04,2.17E+02,1.22E+04,1.02577,,Chen-1990kq
3.9,3.1832,15,1.3803,1.28E+04,3.39E+02,1.23E+04,1.04311,,Chen-1990kq
3.9,3.1677,15,1.4135,1.28E+04,3.30E+02,1.24E+04,1.03602,,Chen-1990kq
3.9,3.1522,15,1.4467,1.34E+04,3.31E+02,1.24E+04,1.07717,,Chen-1990kq
3.9,3.1367,15,1.4799,1.34E+04,3.25E+02,1.25E+04,1.0702,,Chen-1990kq
3.9,3.1212,15,1.5131,1.36E+04,3.22E+02,1.26E+04,1.07971,,Chen-1990kq
3.9,3.1057,15,1.5463,1.45E+04,3.30E+02,1.27E+04,1.14498,,Chen-1990kq
3.9,3.0901,15,1.5797,1.41E+04,3.20E+02,1.27E+04,1.10823,,Chen-1990kq
3.9,3.0746,15,1.6129,1.39E+04,3.15E+02,1.28E+04,1.08806,,Chen-1990kq
3.9,3.0591,15,1.6461,1.40E+04,3.19E+02,1.28E+04,1.0923,,Chen-1990kq
3.9,3.0436,15,1.6793,1.39E+04,3.22E+02,1.29E+04,1.08146,,Chen-1990kq
3.9,3.0281,15,1.7125,1.47E+04,3.37E+02,1.29E+04,1.14104,,Chen-1990kq
3.9,3.0126,15,1.7457,1.42E+04,3.45E+02,1.29E+04,1.10001,,Chen-1990kq
3.995,3.17,30.05,-0.9725,6.35E-02,3.05E-02,7.13E-02,0.89099,,Day-1993md
3.995,3.155,30.05,-0.9283,6.58E-02,3.04E-02,8.44E-02,0.77955,,Day-1993md
3.995,3.14,30.05,-0.884,9.94E-02,3.10E-02,1.00E-01,0.99311,,Day-1993md
3.995,3.125,30.05,-0.8398,9.64E-02,3.06E-02,1.19E-01,0.81124,,Day-1993md
3.995,3.11,30.05,-0.7956,1.02E-01,3.02E-02,1.41E-01,0.72212,,Day-1993md
3.995,3.095,30.05,-0.7513,1.03E-01,3.05E-02,1.68E-01,0.61302,,Day-1993md
3.995,3.08,30.05,-0.7071,1.92E-01,3.32E-02,2.00E-01,0.96058,,Day-1993md
3.995,3.065,30.05,-0.6628,2.23E-01,3.48E-02,2.38E-01,0.93792,,Day-1993md
3.995,3.05,30.05,-0.6186,2.80E-01,5.08E-02,2.83E-01,0.9901,,Day-1993md
3.995,3.035,30.05,-0.5744,3.39E-01,4.43E-02,3.36E-01,1.00773,,Day-1993md
3.995,3.02,30.05,-0.5301,3.63E-01,4.66E-02,4.00E-01,0.90705,,Day-1993md
3.995,3.005,30.05,-0.4859,5.51E-01,8.13E-02,4.76E-01,1.15725,,Day-1993md
3.995,2.99,30.05,-0.4416,7.52E-01,1.02E-01,5.66E-01,1.32754,,Day-1993md
3.995,2.975,30.05,-0.3974,6.48E-01,9.05E-02,6.74E-01,0.96161,,Day-1993md
