Z,A,E0,ThetaDeg,nu,cross,ratio,ratio_error,dataSet
26,56,3.4889,28,1.4849,561.01,1.03385,0.009857222,E04001
26,56,3.4889,28,1.4997,579.79,1.01416,0.009572431,E04001
26,56,3.4889,28,1.5146,598.87,1.02025,0.009467831,E04001
26,56,3.4889,28,1.5294,618.06,1.03064,0.009384202,E04001
26,56,3.4889,28,1.5443,637.57,1.01479,0.009128409,E04001
26,56,3.4889,28,1.5591,656.89,0.99865,0.008936047,E04001
26,56,3.4889,28,1.574,676.48,1.02294,0.00916509,E04001
26,56,3.4889,28,1.5888,696.01,1.02154,0.009396417,E04001
26,56,3.4889,28,1.6186,735.2,1.01061,0.011099021,E04001
26,56,3.4889,28,1.6334,754.56,1.01781,0.010390161,E04001
26,56,3.4889,28,1.6483,773.99,1.02198,0.009935529,E04001
26,56,3.4889,28,1.6631,793.17,1.00483,0.009632235,E04001
26,56,3.4889,28,1.678,812.34,1.01805,0.009626511,E04001
26,56,3.4889,28,1.6928,831.03,0.99034,0.00930171,E04001
26,56,3.4889,28,1.7077,849.71,0.99446,0.009179602,E04001
26,56,3.4889,28,1.7225,868.04,1.00571,0.009135524,E04001
26,56,3.4889,28,1.7374,886.24,0.99409,0.008914064,E04001
26,56,3.4889,28,1.7522,904.03,1.02651,0.009059434,E04001
26,56,3.4889,28,1.7671,921.63,1.00257,0.008767076,E04001
26,56,3.4889,28,1.7819,938.8,1.01193,0.008809118,E04001
26,56,3.4889,28,1.7968,955.64,1.01084,0.008685279,E04001
26,56,3.4889,28,1.8116,972.04,0.99173,0.00846673,E04001
26,56,3.4889,28,1.8265,988.19,0.99171,0.008389075,E04001
26,56,3.4889,28,1.8413,1003.9,1.026,0.008785736,E04001
26,56,3.4889,28,1.8562,1019.3,1.02031,0.009182772,E04001
26,56,3.4889,28,1.871,1034.1,0.98636,0.010250459,E04001
26,56,3.4889,28,1.8859,1048.7,0.9917,0.009316296,E04001
26,56,3.4889,28,1.9007,1062.8,1.00677,0.008806925,E04001
26,56,3.4889,28,1.9156,1076.6,0.99387,0.008563998,E04001
26,56,3.4889,28,1.9304,1089.9,0.99092,0.008514543,E04001
26,56,3.4889,28,1.9453,1102.9,0.9883,0.008350712,E04001
26,56,3.4889,28,1.9601,1115.4,0.98619,0.008257127,E04001
26,56,3.4889,28,1.975,1127.5,1.00222,0.008345898,E04001
26,56,3.4889,28,1.9898,1139.2,1.00948,0.008286517,E04001
26,56,3.4889,28,2.0047,1150.6,0.99079,0.008169651,E04001
26,56,3.4889,28,2.0195,1161.6,1.00723,0.008230028,E04001
26,56,3.4889,28,2.0344,1172.3,0.98951,0.008044016,E04001
26,56,3.4889,28,2.0492,1182.6,0.98935,0.008007779,E04001
26,56,3.4889,28,2.0641,1192.7,0.99774,0.008082502,E04001
26,56,3.4889,28,2.0789,1202.4,1.00632,0.008566201,E04001
26,56,3.4889,28,2.1087,1221,0.99918,0.01007371,E04001
26,56,3.4889,28,2.1235,1229.8,1.00016,0.009351114,E04001
26,56,3.4889,28,2.1384,1238.4,1.00129,0.009205426,E04001
26,56,3.4889,28,2.1532,1246.7,0.99463,0.009144141,E04001
26,56,3.4889,28,2.1681,1254.8,0.97227,0.008925725,E04001
26,56,3.4889,28,2.1829,1262.6,1.00586,0.009108189,E04001
26,56,3.4889,28,2.1978,1270.2,1.01559,0.009053692,E04001
26,56,3.4889,28,2.2126,1277.5,1.01761,0.009080235,E04001
26,56,3.4889,28,2.2275,1284.7,1.01969,0.009029345,E04001
26,56,3.4889,28,2.2423,1291.6,1.0065,0.008903685,E04001
26,56,3.4889,28,2.2572,1298.4,1.00123,0.008934073,E04001
26,56,3.4889,28,2.272,1304.9,1.03456,0.009579278,E04001
26,56,3.4889,28,2.2869,1311.4,1.02943,0.010523105,E04001
26,56,3.4889,36,1.3085,9.8853,1.05207,0.058268338,E04001
26,56,3.4889,36,1.3209,11.053,1.13091,0.054283905,E04001
26,56,3.4889,36,1.3334,12.302,1.14616,0.049504146,E04001
26,56,3.4889,36,1.3459,13.618,1.05742,0.043398443,E04001
26,56,3.4889,36,1.3583,14.984,1.04778,0.040643353,E04001
26,56,3.4889,36,1.3708,16.42,1.13276,0.040377588,E04001
26,56,3.4889,36,1.3832,17.901,1.11726,0.038433607,E04001
26,56,3.4889,36,1.3957,19.451,1.06935,0.035885044,E04001
26,56,3.4889,36,1.4082,21.056,1.08283,0.034479483,E04001
26,56,3.4889,36,1.4206,22.701,1.04401,0.03246553,E04001
26,56,3.4889,36,1.4331,24.414,1.10592,0.032399443,E04001
26,56,3.4889,36,1.4456,26.185,1.06168,0.030322704,E04001
26,56,3.4889,36,1.458,28.005,1.07124,0.029530441,E04001
26,56,3.4889,36,1.4705,29.916,1.04292,0.028312609,E04001
26,56,3.4889,36,1.483,31.906,1.00921,0.026703441,E04001
26,56,3.4889,36,1.4954,33.964,1.07172,0.026910847,E04001
26,56,3.4889,36,1.5079,36.131,1.10155,0.026431596,E04001
26,56,3.4889,36,1.5204,38.397,1.06519,0.025184259,E04001
26,56,3.4889,36,1.5328,40.748,1.02336,0.02382939,E04001
26,56,3.4889,36,1.5453,43.228,1.05025,0.023595818,E04001
26,56,3.4889,36,1.5577,45.799,1.05461,0.02314461,E04001
26,56,3.4889,36,1.5702,48.515,1.03679,0.023085644,E04001
26,56,3.4889,36,1.5827,51.346,1.05169,0.023370857,E04001
26,56,3.4889,36,1.5951,54.272,1.08159,0.024321934,E04001
26,56,3.4889,36,1.6076,57.339,1.06559,0.031566647,E04001
26,56,3.4889,36,1.6201,60.525,1.00785,0.027426683,E04001
26,56,3.4889,36,1.6325,63.798,1.01884,0.02554939,E04001
26,56,3.4889,36,1.645,67.221,1.04283,0.024099612,E04001
26,56,3.4889,36,1.6575,70.771,1.00182,0.02260813,E04001
26,56,3.4889,36,1.6699,74.419,1.02124,0.022440506,E04001
26,56,3.4889,36,1.6824,78.229,1.01241,0.021731072,E04001
26,56,3.4889,36,1.6949,82.18,1.01241,0.021173035,E04001
26,56,3.4889,36,1.7073,86.234,1.017,0.02064151,E04001
26,56,3.4889,36,1.7198,90.448,1.03043,0.020343181,E04001
26,56,3.4889,36,1.7322,94.776,0.98548,0.019414198,E04001
26,56,3.4889,36,1.7447,99.287,0.96891,0.018834288,E04001
26,56,3.4889,36,1.7572,103.95,1.03896,0.019336219,E04001
26,56,3.4889,36,1.7696,108.72,1.03937,0.018763797,E04001
26,56,3.4889,36,1.7821,113.67,1.06448,0.018650479,E04001
26,56,3.4889,36,1.7946,118.78,1.00185,0.017595555,E04001
26,56,3.4889,36,1.807,123.99,1.04041,0.017582063,E04001
26,56,3.4889,36,1.8195,129.38,1.02798,0.017158757,E04001
26,56,3.4889,36,1.832,134.89,1.00082,0.016754392,E04001
26,56,3.4889,36,1.8444,140.49,1.08905,0.018008399,E04001
26,56,3.4889,36,1.8569,146.27,1.03234,0.018048814,E04001
26,56,3.4889,36,1.8693,152.12,1.0781,0.052655798,E04001
26,56,3.4889,36,1.8818,158.13,1.15095,0.048694112,E04001
26,56,3.4889,36,1.8943,164.25,1.03501,0.042009132,E04001
26,56,3.4889,36,1.9067,170.42,0.99167,0.038551813,E04001
26,56,3.4889,36,1.9192,176.73,1.04679,0.038703106,E04001
26,56,3.4889,36,1.9317,183.13,1.07028,0.03838803,E04001
26,56,3.4889,36,1.9441,189.55,1.00765,0.036402005,E04001
26,56,3.4889,36,1.9566,196.09,1.04034,0.036309858,E04001
26,56,3.4889,36,1.9691,202.7,1.02121,0.035273804,E04001
26,56,3.4889,36,1.9815,209.31,0.97941,0.03377765,E04001
26,56,3.4889,36,1.994,216.03,0.9906,0.033745313,E04001
26,56,3.4889,36,2.0065,222.79,1.02339,0.03384353,E04001
26,56,3.4889,36,2.0189,229.53,0.97591,0.032501198,E04001
26,56,3.4889,36,2.0314,236.36,1.02809,0.032704349,E04001
26,56,3.4889,36,2.0438,243.16,0.99523,0.031789768,E04001
26,56,3.4889,36,2.0563,250.03,1.02388,0.03183618,E04001
26,56,3.4889,36,2.0688,256.92,1.03534,0.03281177,E04001
26,56,3.4889,36,2.0812,263.76,1.03124,0.034046103,E04001
26,56,3.4889,36,2.1062,277.56,1.016,0.017581784,E04001
26,56,3.4889,36,2.1186,284.4,0.99859,0.015893108,E04001
26,56,3.4889,36,2.1311,291.29,1.00244,0.015173882,E04001
26,56,3.4889,36,2.1436,298.15,0.97937,0.014690592,E04001
26,56,3.4889,36,2.156,304.95,1.01656,0.014887687,E04001
26,56,3.4889,36,2.1685,311.78,0.98467,0.014369106,E04001
26,56,3.4889,36,2.181,318.58,1.0076,0.014344906,E04001
26,56,3.4889,36,2.1934,325.31,1.02364,0.014324798,E04001
26,56,3.4889,36,2.2059,332.04,1.02397,0.014305505,E04001
26,56,3.4889,36,2.2183,338.69,1.03339,0.014172252,E04001
26,56,3.4889,36,2.2308,345.36,1.00185,0.013782719,E04001
26,56,3.4889,36,2.2433,351.98,1.01426,0.013722371,E04001
26,56,3.4889,36,2.2557,358.52,1.00413,0.013583622,E04001
26,56,3.4889,36,2.2682,365.06,1.02175,0.014079877,E04001
26,56,3.4889,36,2.2807,371.56,0.9958,0.014829368,E04001
26,56,3.4889,36,2.2931,377.97,1.0186,0.01666799,E04001
26,56,3.4889,36,2.3056,384.39,1.00419,0.01482869,E04001
26,56,3.4889,36,2.3181,390.75,0.99296,0.013640435,E04001
26,56,3.4889,36,2.3305,397.01,1.01761,0.013526108,E04001
26,56,3.4889,36,2.343,403.28,1.03154,0.01353898,E04001
26,56,3.4889,36,2.3555,409.51,1.00852,0.013186491,E04001
26,56,3.4889,36,2.3679,415.66,1.02006,0.013135736,E04001
26,56,3.4889,36,2.3804,421.82,1.01939,0.01308615,E04001
26,56,3.4889,36,2.3928,427.91,1.02592,0.013040125,E04001
26,56,3.4889,36,2.4053,434.01,1.00459,0.012741642,E04001
26,56,3.4889,36,2.4178,440.08,1.00209,0.01265679,E04001
26,56,3.4889,36,2.4302,446.07,1.02002,0.012800682,E04001
26,56,3.4889,36,2.4427,452.09,1.01528,0.013315933,E04001
26,56,3.4889,36,2.4552,458.08,1.01511,0.014757248,E04001
26,56,3.4889,40,1.871,48.287,0.99406,0.032306832,E04001
26,56,3.4889,40,1.8824,50.777,0.98076,0.028753176,E04001
26,56,3.4889,40,1.8938,53.359,1.03263,0.026987013,E04001
26,56,3.4889,40,1.9052,56.033,1.04403,0.025520675,E04001
26,56,3.4889,40,1.9165,58.773,1.03959,0.024671193,E04001
26,56,3.4889,40,1.9279,61.633,1.06436,0.024337611,E04001
26,56,3.4889,40,1.9393,64.588,1.02031,0.023224128,E04001
26,56,3.4889,40,1.9507,67.636,1.02312,0.022473239,E04001
26,56,3.4889,40,1.9621,70.778,1.0215,0.022040747,E04001
26,56,3.4889,40,1.9735,74.014,0.99711,0.021212203,E04001
26,56,3.4889,40,1.9849,77.34,1.00595,0.02094647,E04001
26,56,3.4889,40,1.9963,80.756,1.02036,0.020927238,E04001
26,56,3.4889,40,2.0077,84.26,1.03489,0.020413007,E04001
26,56,3.4889,40,2.0191,87.85,1.03813,0.020034149,E04001
26,56,3.4889,40,2.0305,91.522,1.0238,0.019448876,E04001
26,56,3.4889,40,2.0419,95.274,1.03491,0.019312719,E04001
26,56,3.4889,40,2.0533,99.102,1.03933,0.018970354,E04001
26,56,3.4889,40,2.0647,103.01,1.01932,0.018736045,E04001
26,56,3.4889,40,2.0761,106.98,1.02823,0.019349411,E04001
26,56,3.4889,40,2.0875,111.02,1.05386,0.02053684,E04001
26,56,3.4889,40,2.0989,115.12,1.05108,0.023540653,E04001
26,56,3.4889,40,2.1103,119.29,1.03948,0.02112499,E04001
26,56,3.4889,40,2.1217,123.52,1.01198,0.019187176,E04001
26,56,3.4889,40,2.1331,127.8,1.00156,0.018309859,E04001
26,56,3.4889,40,2.1445,132.12,1.01423,0.018089616,E04001
26,56,3.4889,40,2.1559,136.49,1.01106,0.017803502,E04001
26,56,3.4889,40,2.1673,140.91,1.02193,0.017528919,E04001
26,56,3.4889,40,2.1787,145.37,1.03873,0.017403866,E04001
26,56,3.4889,40,2.1901,149.87,0.97418,0.01648095,E04001
26,56,3.4889,40,2.2015,154.4,1.01036,0.016645078,E04001
26,56,3.4889,40,2.2129,158.97,1.00019,0.016355287,E04001
26,56,3.4889,40,2.2243,163.57,1.03931,0.016384423,E04001
26,56,3.4889,40,2.2357,168.2,1.06421,0.016349584,E04001
26,56,3.4889,40,2.2471,172.85,1.02401,0.015851895,E04001
26,56,3.4889,40,2.2585,177.53,1.02518,0.015828311,E04001
26,56,3.4889,40,2.2699,182.23,1.02069,0.016133458,E04001
26,56,3.4889,40,2.2813,186.94,1.06986,0.01759923,E04001
26,56,3.4889,40,2.2927,191.66,1.02264,0.021339873,E04001
26,56,3.4889,40,2.3041,196.4,1.00305,0.018991853,E04001
26,56,3.4889,40,2.3155,201.15,1.04897,0.017897092,E04001
26,56,3.4889,40,2.3269,205.91,0.99558,0.016803458,E04001
26,56,3.4889,40,2.3383,210.68,1.02051,0.016850199,E04001
26,56,3.4889,40,2.3497,215.46,1.01643,0.016569201,E04001
26,56,3.4889,40,2.3611,220.24,1.02161,0.01639121,E04001
26,56,3.4889,40,2.3725,225.03,0.99098,0.015864551,E04001
26,56,3.4889,40,2.3839,229.82,1.02254,0.016012532,E04001
26,56,3.4889,40,2.3953,234.61,1.00166,0.015685606,E04001
26,56,3.4889,40,2.4067,239.4,1.02757,0.015705931,E04001
26,56,3.4889,40,2.4181,244.19,1.01151,0.015397846,E04001
26,56,3.4889,40,2.4295,248.98,1.02016,0.015503253,E04001
26,56,3.4889,40,2.4409,253.77,0.99697,0.01580171,E04001
26,56,3.4889,40,2.4523,258.56,1.03651,0.017481436,E04001
26,56,3.4889,40,2.4523,258.56,1.02491,0.019028465,E04001
26,56,3.4889,40,2.4523,258.56,1.03651,0.017481436,E04001
26,56,3.4889,40,2.4523,258.56,1.02491,0.019028465,E04001
26,56,3.4889,40,2.4637,263.34,1.0101,0.016974254,E04001
26,56,3.4889,40,2.4751,268.13,0.97341,0.015738634,E04001
26,56,3.4889,40,2.4865,272.91,0.993,0.01575611,E04001
26,56,3.4889,40,2.4979,277.71,0.99744,0.015483778,E04001
26,56,3.4889,40,2.5093,282.51,1.02297,0.01557467,E04001
26,56,3.4889,40,2.5207,287.31,1.02328,0.015453691,E04001
26,56,3.4889,40,2.5321,292.13,1.01325,0.015198713,E04001
26,56,3.4889,40,2.5435,296.95,1.04395,0.015288769,E04001
26,56,3.4889,40,2.5549,301.79,1.04046,0.015176116,E04001
26,56,3.4889,40,2.5663,306.63,1.03056,0.015099631,E04001
26,56,3.4889,40,2.5777,311.49,1.04979,0.015891361,E04001
26,56,3.4889,40,2.5891,316.36,1.03995,0.017480086,E04001
26,56,3.6,15,0.1538,437.19,0.82573,0.028134221,Chen:1990kq
26,56,3.6,15,0.1711,610.32,0.84054,0.024249574,Chen:1990kq
26,56,3.6,15,0.1884,849.69,0.89327,0.021301887,Chen:1990kq
26,56,3.6,15,0.2057,1265.8,0.96382,0.018407331,Chen:1990kq
26,56,3.6,15,0.223,1919.8,0.89593,0.01468903,Chen:1990kq
26,56,3.6,15,0.2403,2712.7,0.91053,0.012939138,Chen:1990kq
26,56,3.6,15,0.2577,3717.1,0.97119,0.034704474,Chen:1990kq
26,56,3.6,15,0.274,4869.5,0.95903,0.029161105,Chen:1990kq
26,56,3.6,15,0.2902,6218.4,1.00026,0.025730091,Chen:1990kq
26,56,3.6,15,0.3065,7752.7,1.03706,0.022959743,Chen:1990kq
26,56,3.6,15,0.3228,9406.3,0.95787,0.01966767,Chen:1990kq
26,56,3.6,15,0.3391,11095,1.00045,0.018206399,Chen:1990kq
26,56,3.6,15,0.3553,12711,0.99913,0.016678467,Chen:1990kq
26,56,3.6,15,0.3716,14182,0.99422,0.015512622,Chen:1990kq
26,56,3.6,15,0.3879,15432,0.98497,0.014839295,Chen:1990kq
26,56,3.6,15,0.4042,16421,0.97436,0.014432739,Chen:1990kq
26,56,3.6,15,0.4204,17142,1.01505,0.014584063,Chen:1990kq
26,56,3.6,15,0.4367,17628,0.98707,0.014749263,Chen:1990kq
26,56,3.6,15,0.4519,17895,1.06734,0.022184968,Chen:1990kq
26,56,3.6,15,0.4672,18023,1.0764,0.021472563,Chen:1990kq
26,56,3.6,15,0.4826,18045,1.0363,0.020504295,Chen:1990kq
26,56,3.6,15,0.4979,18009,1.07169,0.0203787,Chen:1990kq
26,56,3.6,15,0.5132,17934,1.05386,0.019850563,Chen:1990kq
26,56,3.6,15,0.5285,17847,1.08702,0.019891298,Chen:1990kq
26,56,3.6,15,0.5439,17764,1.04706,0.01908354,Chen:1990kq
26,56,3.6,15,0.5592,17701,1.03949,0.018812496,Chen:1990kq
26,56,3.6,15,0.5745,17665,1.05859,0.019020662,Chen:1990kq
26,56,3.6,15,0.5898,17660,1.05889,0.019195923,Chen:1990kq
26,56,3.6,15,0.6052,17685,1.02912,0.019168787,Chen:1990kq
26,56,3.6,15,0.6205,17737,1.0261,0.019845521,Chen:1990kq
26,56,3.6,15,0.6358,17810,1.03313,0.021111735,Chen:1990kq
26,56,3.6,15,0.6503,17892,1.08428,0.020959088,Chen:1990kq
26,56,3.6,15,0.6647,17981,1.03443,0.019965519,Chen:1990kq
26,56,3.6,15,0.6791,18070,1.06253,0.019756502,Chen:1990kq
26,56,3.6,15,0.6936,18152,1.04121,0.019226532,Chen:1990kq
26,56,3.6,15,0.708,18225,1.05898,0.01909465,Chen:1990kq
26,56,3.6,15,0.7224,18281,1.06121,0.01876265,Chen:1990kq
26,56,3.6,15,0.7368,18318,1.01539,0.018124249,Chen:1990kq
26,56,3.6,15,0.7513,18335,1.03627,0.018380147,Chen:1990kq
26,56,3.6,15,0.7657,18331,1.02013,0.01843871,Chen:1990kq
26,56,3.6,15,0.7801,18308,1.01049,0.018625737,Chen:1990kq
26,56,3.6,15,0.7946,18267,1.01276,0.019433952,Chen:1990kq
26,56,3.9,15,0.1808,193.78,0.78439,0.047218495,Chen:1990kq
26,56,3.9,15,0.1994,270.59,0.74652,0.038804095,Chen:1990kq
26,56,3.9,15,0.2179,376.6,0.92406,0.036643654,Chen:1990kq
26,56,3.9,15,0.2365,523.58,0.87857,0.030749838,Chen:1990kq
26,56,3.9,15,0.2551,821.51,0.84113,0.02446714,Chen:1990kq
26,56,3.9,15,0.2736,1171.7,0.8876,0.021421866,Chen:1990kq
26,56,3.9,15,0.2922,1629.7,0.87133,0.018776462,Chen:1990kq
26,56,3.9,15,0.311,2223.7,0.91739,0.032558349,Chen:1990kq
26,56,3.9,15,0.3285,2908.7,0.93169,0.027916251,Chen:1990kq
26,56,3.9,15,0.3459,3717.7,0.98179,0.024746483,Chen:1990kq
26,56,3.9,15,0.3634,4646,0.96427,0.02145932,Chen:1990kq
26,56,3.9,15,0.3809,5657.5,0.96156,0.019089704,Chen:1990kq
26,56,3.9,15,0.3984,6703.6,0.99648,0.017602482,Chen:1990kq
26,56,3.9,15,0.4158,7721,0.98303,0.015930579,Chen:1990kq
26,56,3.9,15,0.4333,8665.3,0.97169,0.01477156,Chen:1990kq
26,56,3.9,15,0.4508,9486.2,0.99513,0.014231199,Chen:1990kq
26,56,3.9,15,0.4683,10160,0.99409,0.013877953,Chen:1990kq
26,56,3.9,15,0.4857,10683,1.02031,0.013853786,Chen:1990kq
26,56,3.9,15,0.5032,11073,1.00244,0.013998013,Chen:1990kq
26,56,3.9,15,0.5196,11333,1.02356,0.020206477,Chen:1990kq
26,56,3.9,15,0.536,11514,1.05089,0.019715129,Chen:1990kq
26,56,3.9,15,0.5525,11636,1.04847,0.019078721,Chen:1990kq
26,56,3.9,15,0.5689,11717,1.09243,0.018861483,Chen:1990kq
26,56,3.9,15,0.5854,11774,1.03618,0.018005775,Chen:1990kq
26,56,3.9,15,0.6019,11819,1.05762,0.01785261,Chen:1990kq
26,56,3.9,15,0.6183,11862,1.04535,0.017282077,Chen:1990kq
26,56,3.9,15,0.6348,11910,0.99076,0.016624685,Chen:1990kq
26,56,3.9,15,0.6513,11966,1.04463,0.017048304,Chen:1990kq
26,56,3.9,15,0.6677,12031,1.01405,0.016956196,Chen:1990kq
26,56,3.9,15,0.6842,12105,1.03263,0.017265593,Chen:1990kq
26,56,3.9,15,0.7006,12186,1.02577,0.01780732,Chen:1990kq
26,56,3.9,15,0.7168,12271,1.04311,0.02762611,Chen:1990kq
26,56,3.9,15,0.7323,12355,1.03602,0.026709834,Chen:1990kq
26,56,3.9,15,0.7478,12440,1.07717,0.026607717,Chen:1990kq
26,56,3.9,15,0.7633,12521,1.0702,0.025956393,Chen:1990kq
26,56,3.9,15,0.7788,12596,1.07971,0.025563671,Chen:1990kq
26,56,3.9,15,0.7943,12664,1.14498,0.026058117,Chen:1990kq
26,56,3.9,15,0.8099,12723,1.10823,0.025151301,Chen:1990kq
26,56,3.9,15,0.8254,12775,1.08806,0.024657534,Chen:1990kq
26,56,3.9,15,0.8409,12817,1.0923,0.02488882,Chen:1990kq
26,56,3.9,15,0.8564,12853,1.08146,0.025052517,Chen:1990kq
26,56,3.9,15,0.8719,12883,1.14104,0.026158503,Chen:1990kq
26,56,3.9,15,0.8874,12909,1.10001,0.02672554,Chen:1990kq
26,56,3.995,30.05,0.825,0.071269,0.89099,0.427956054,Day:1993md
26,56,3.995,30.05,0.84,0.084408,0.77955,0.360155436,Day:1993md
26,56,3.995,30.05,0.855,0.10009,0.99311,0.309721251,Day:1993md
26,56,3.995,30.05,0.87,0.11883,0.81124,0.25751073,Day:1993md
26,56,3.995,30.05,0.885,0.14125,0.72212,0.21380531,Day:1993md
26,56,3.995,30.05,0.9,0.16802,0.61302,0.181526009,Day:1993md
26,56,3.995,30.05,0.915,0.19988,0.96058,0.16609966,Day:1993md
26,56,3.995,30.05,0.93,0.23776,0.93792,0.146366083,Day:1993md
26,56,3.995,30.05,0.945,0.2828,0.9901,0.179632249,Day:1993md
26,56,3.995,30.05,0.96,0.3364,1.00773,0.131688466,Day:1993md
26,56,3.995,30.05,0.975,0.4002,0.90705,0.116441779,Day:1993md
26,56,3.995,30.05,0.99,0.47613,1.15725,0.170751685,Day:1993md
26,56,3.995,30.05,1.005,0.56646,1.32754,0.180065671,Day:1993md
26,56,3.995,30.05,1.02,0.67387,0.96161,0.1342989,Day:1993md
26,56,3.995,30.05,1.035,0.80147,0.98569,0.122150548,Day:1993md
26,56,3.995,30.05,1.05,0.95288,1.08093,0.11334061,Day:1993md
26,56,3.995,30.05,1.065,1.1327,1.05059,0.079544451,Day:1993md
26,56,3.995,30.05,1.08,1.3475,1.02412,0.07309833,Day:1993md
26,56,3.995,30.05,1.095,1.6045,1.06575,0.066064194,Day:1993md
26,56,3.995,30.05,1.11,1.9129,1.10826,0.085733703,Day:1993md
26,56,3.995,30.05,1.125,2.285,1.11597,0.078774617,Day:1993md
26,56,4.045,15,0.24,289.51,1.24003,0.033124935,Arrington:1998ps
26,56,4.045,15,0.255,382.89,1.24318,0.028728878,Arrington:1998ps
26,56,4.045,15,0.27,534.3,1.21655,0.023956579,Arrington:1998ps
26,56,4.045,15,0.285,710.23,1.14048,0.020134323,Arrington:1998ps
26,56,4.045,15,0.3,928.73,1.16288,0.017766197,Arrington:1998ps
26,56,4.045,15,0.315,1199.2,1.15911,0.015593729,Arrington:1998ps
26,56,4.045,15,0.33,1530.2,1.16325,0.013658345,Arrington:1998ps
26,56,4.045,15,0.345,1928.5,1.11486,0.011718953,Arrington:1998ps
26,56,4.045,15,0.36,2398.1,1.15925,0.010800217,Arrington:1998ps
26,56,4.045,15,0.375,2938.5,1.16726,0.009903012,Arrington:1998ps
26,56,4.045,15,0.39,3543.2,1.20795,0.009285392,Arrington:1998ps
26,56,4.045,15,0.405,4199.1,1.18835,0.008430378,Arrington:1998ps
26,56,4.045,15,0.42,4886.1,1.16657,0.007695299,Arrington:1998ps
26,56,4.045,15,0.435,5579.8,1.15416,0.007150794,Arrington:1998ps
26,56,4.045,15,0.45,6253.1,1.13384,0.00657274,Arrington:1998ps
26,56,4.045,15,0.465,6881.2,1.08702,0.006089054,Arrington:1998ps
26,56,4.045,15,0.48,7444.9,1.08799,0.005654878,Arrington:1998ps
26,56,4.045,15,0.495,7933.2,1.04119,0.005306812,Arrington:1998ps
26,56,4.045,15,0.51,8343,1.04039,0.005201966,Arrington:1998ps
26,56,4.045,15,0.525,8677.2,1.03835,0.005093809,Arrington:1998ps
26,56,4.045,15,0.54,8943.3,1.02199,0.004908703,Arrington:1998ps
26,56,4.045,15,0.555,9151.4,1.0064,0.004829862,Arrington:1998ps
26,56,4.045,15,0.57,9312.4,0.9933,0.004671191,Arrington:1998ps
26,56,4.045,15,0.585,9436.5,0.99613,0.004779314,Arrington:1998ps
26,56,4.045,15,0.6,9535.2,0.98372,0.004719356,Arrington:1998ps
26,56,4.045,15,0.615,9616,0.98482,0.004721298,Arrington:1998ps
26,56,4.045,15,0.63,9685.7,0.97876,0.020752243,Arrington:1998ps
26,56,4.045,15,0.645,9748.4,1.00222,0.02082393,Arrington:1998ps
26,56,4.045,15,0.66,9811.5,1.0131,0.020893849,Arrington:1998ps
26,56,4.045,15,0.675,9875.3,1.05313,0.021467702,Arrington:1998ps
26,56,4.045,15,0.69,9941.4,1.03607,0.021123785,Arrington:1998ps
26,56,4.045,15,0.705,10010,1.10889,0.021978022,Arrington:1998ps
26,56,4.045,15,0.72,10083,1.11078,0.022116434,Arrington:1998ps
26,56,4.045,15,0.735,10159,1.12216,0.021950979,Arrington:1998ps
26,56,4.045,15,0.75,10237,1.11361,0.021783726,Arrington:1998ps
26,56,4.045,15,0.765,10317,1.05651,0.020936319,Arrington:1998ps
26,56,4.045,15,0.78,10395,1.0582,0.020875421,Arrington:1998ps
26,56,4.045,15,0.795,10473,1.09806,0.021101881,Arrington:1998ps
26,56,4.045,15,0.81,10547,1.06191,0.020574571,Arrington:1998ps
26,56,4.045,15,0.825,10617,1.06433,0.020438919,Arrington:1998ps
26,56,4.045,15,0.84,10682,1.0953,0.020501779,Arrington:1998ps
26,56,4.045,15,0.855,10743,1.05185,0.019919948,Arrington:1998ps
26,56,4.045,15,0.87,10800,1.10185,0.02037037,Arrington:1998ps
26,56,4.045,15,0.885,10854,1.01345,0.019347706,Arrington:1998ps
26,56,4.045,15,0.9,10905,0.9812,0.018890417,Arrington:1998ps
26,56,4.045,15,0.915,10954,1.01333,0.019079788,Arrington:1998ps
26,56,4.045,15,0.93,11002,1.03618,0.019178331,Arrington:1998ps
26,56,4.045,15,0.945,11050,1.03167,0.019004525,Arrington:1998ps
26,56,4.045,15,0.96,11100,1.03604,0.019189189,Arrington:1998ps
26,56,4.045,15,0.975,11150,1.03139,0.019192825,Arrington:1998ps
26,56,4.045,15,0.99,11204,0.99964,0.018921814,Arrington:1998ps
26,56,4.045,15,1.005,11261,1.01234,0.019181245,Arrington:1998ps
26,56,4.045,15,1.02,11321,1.03348,0.019521244,Arrington:1998ps
26,56,4.045,15,1.035,11385,1.0628,0.019938516,Arrington:1998ps
26,56,4.045,15,1.05,11449,1.0656,0.020263778,Arrington:1998ps
26,56,4.045,15,1.065,11518,1.02448,0.020229206,Arrington:1998ps
26,56,4.045,15,1.08,11586,1.04436,0.020628345,Arrington:1998ps
26,56,4.045,15,1.095,11658,1.04649,0.020929834,Arrington:1998ps
26,56,4.045,15,1.11,11727,1.06592,0.021744692,Arrington:1998ps
26,56,4.045,23,0.42,0.37956,0.64021,0.040309832,Arrington:1998ps
26,56,4.045,23,0.435,0.4578,0.65749,0.036915684,Arrington:1998ps
26,56,4.045,23,0.45,0.55243,0.75123,0.035841645,Arrington:1998ps
