Z,A,E0,ThetaDeg,nu,cross,error,ratio,ratio_error,dataSet,Veff,Eeff,Ep,Ep_eff,normalization,normError,system_err,normCross,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nuel,Ex,R,F2foc,Q2,Q2eff,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,ExA,nuA,Q2effA,qv2A,epsilonA
26,56,2.015,35.51,0.6947,1301.9,26.038,1.15216,0.007281665,Arrington:1995hs,0.0089,2.0239000000000003,1.3203,1.3292,1.0,0.0,0.0,1301.9,26.038,0.6197664173831864,0.09299292291419338,0.9070070770858067,0.10252722968047566,0.014373182560932563,0.6803268174390674,4.433234524286382,1.008853255669329,0.9895951623562929,1.000666297164316,1.4832743871643161,1.2178975273660408,1.1833264315646836,0.7669008613808869,0.00016884015579130988,7710843.394442119,154216.86788884236,0.0003440801763758714,0.00034256710084360924,4940.512729254815,4897.156946752385,6432053.522216844,128641.07044433687,16.51874554019865,0.330374910803973,6375608.628976931,127512.1725795386,16.373784242029533,0.3274756848405906,"[0.878,1.302]",0.991,"[0.650,1.050]",0.8,0.6803268174390674,0.6947,1.0006662971643163,1.4832743871643164,0.7669008613808869
26,56,2.095,44.975,1.3403,737.29,14.7458,1.00503,0.017632139,E04001,0.0089,2.1039000000000003,0.7547000000000001,0.7636000000000002,1.0,0.0,0.0,737.29,14.7458,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.3159679837890068,4.433234524286382,1.0085144673361395,0.9252094565703736,0.9400970699435698,2.73650115994357,1.6542373348294284,2.4553937563854302,0.5005955243083884,0.0002409562234517209,3059850.4136487963,61197.00827297592,0.0001210588629976177,0.00012054675506440849,35336.08080012335,35037.752996701216,26052939.013122946,521058.7802624589,66.90893796912397,1.3381787593824792,25832984.906937838,516659.69813875674,66.34405369102464,1.3268810738204928,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.3159679837890068,1.3403,0.9400970699435699,2.73650115994357,0.5005955243083884
26,56,2.095,44.975,1.3532,756.04,15.1208,1.02111,0.016401249,E04001,0.0089,2.1039000000000003,0.7418000000000002,0.7507000000000003,1.0,0.0,0.0,756.04,15.1208,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.3288679837890067,4.433234524286382,1.0085144673361395,0.9093949581077293,0.924215388170034,2.755365628170034,1.6599294045741928,2.495482881558966,0.49461873738079026,0.00024416708580455486,3096404.2410088684,61928.08482017737,0.00012105886299761771,0.00012054675506440852,36624.20354432518,36315.00065741573,27689362.84765161,553787.2569530321,71.11158784215837,1.4222317568431673,27455593.097032588,549111.8619406518,70.51122234269026,1.4102244468538052,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.3288679837890067,1.3532,0.9242153881700341,2.755365628170034,0.49461873738079026
26,56,2.095,44.975,1.3661,774.85,15.497,1.03246,0.016390269,E04001,0.0089,2.1039000000000003,0.7289000000000001,0.7378000000000001,1.0,0.0,0.0,774.85,15.497,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.3417679837890069,4.433234524286382,1.0085144673361395,0.8935804596450845,0.9083337063964979,2.774562916396498,1.6657019290366744,2.5355720067325023,0.48855143136806956,0.0002472591215352269,3133756.9881708384,62675.139763416766,0.00012105886299761772,0.00012054675506440852,37974.68029507956,37654.07589579232,29424681.026642397,588493.6205328479,75.56821733552584,1.511364346710517,29176260.707854677,583525.2141570935,74.93022637060379,1.4986045274120758,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.3417679837890069,1.3661,0.908333706396498,2.774562916396498,0.48855143136806956
26,56,2.095,44.975,1.379,793.37,15.8674,1.01466,0.016133708,E04001,0.0089,2.1039000000000003,0.7160000000000002,0.7249000000000002,1.0,0.0,0.0,793.37,15.8674,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.3546679837890068,4.433234524286382,1.0085144673361395,0.8777659611824402,0.892452024622962,2.794093024622962,1.671554074693057,2.5756611319060383,0.4823933630776829,0.00025023476947078,3170502.6510819956,63410.053021639906,0.00012105886299761767,0.00012054675506440847,39391.165423806015,39058.60223091562,31251768.912284978,625035.3782456996,80.26052901456598,1.6052105802913197,30987923.251941524,619758.4650388304,79.58292281771999,1.5916584563543996,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.3546679837890068,1.379,0.8924520246229621,2.794093024622962,0.4823933630776829
26,56,2.095,44.975,1.3919,811.82,16.2364,1.02609,0.016136582,E04001,0.0089,2.1039000000000003,0.7031000000000003,0.7120000000000003,1.0,0.0,0.0,811.82,16.2364,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.3675679837890067,4.433234524286382,1.0085144673361395,0.8619514627197957,0.8765703428494261,2.813955952849426,1.6774850082338817,2.615750257079574,0.476144318173066,0.00025309648390341513,3207551.473965956,64151.02947931911,0.0001210588629976177,0.00012054675506440849,40877.58143784686,40532.46905403321,33185238.162872836,663704.7632574567,85.22604841671978,1.7045209683343956,32905069.02744524,658101.3805489048,84.5065204090065,1.6901304081801298,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.3675679837890067,1.3919,0.8765703428494263,2.813955952849426,0.476144318173066
26,56,2.095,44.975,1.4048,829.95,16.599,1.0097,0.015784083,E04001,0.0089,2.1039000000000003,0.6902000000000001,0.6991000000000002,1.0,0.0,0.0,829.95,16.599,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.3804679837890068,4.433234524286382,1.0085144673361395,0.8461369642571511,0.86068866107589,2.83415170107589,1.6834938969523738,2.65583938225311,0.4698041120307039,0.00025584673117551613,3243934.3515811316,64878.687031622634,0.00012105886299761771,0.00012054675506440852,42438.143591048014,42079.85603135955,35221537.2733903,704430.745467806,90.45565459679672,1.8091130919359344,34924176.51322686,698483.5302645372,89.69197520361173,1.7938395040722346,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.3804679837890068,1.4048,0.8606886610758901,2.83415170107589,0.469804112030704
26,56,2.095,44.975,1.4177,847.85,16.957,1.01315,0.015804682,E04001,0.0089,2.1039000000000003,0.6773000000000002,0.6862000000000003,1.0,0.0,0.0,847.85,16.957,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.3933679837890067,4.433234524286382,1.0085144673361395,0.8303224657945066,0.8448069793023543,2.854680269302354,1.6895799091201202,2.695928507426646,0.46337259059507185,0.00025848798638497593,3280036.3833438084,65600.72766687616,0.0001210588629976177,0.00012054675506440849,44077.38726328528,43705.26025244834,37371012.79117642,747420.2558235285,95.97591947030139,1.9195183894060281,37055504.90503833,741110.0981007665,95.16563478143193,1.9033126956286388,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.3933679837890067,1.4177,0.8448069793023544,2.8546802693023543,0.46337259059507196
26,56,2.095,44.975,1.4305,865.31,17.3062,0.98693,0.015601345,E04001,0.0089,2.1039000000000003,0.6645000000000001,0.6734000000000001,1.0,0.0,0.0,865.31,17.3062,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.4061679837890069,4.433234524286382,1.0085144673361395,0.8146305603432004,0.829048411341016,2.8753786613410166,1.6956941532425642,2.7357068641879843,0.4569005487218162,0.00026100348432892315,3315319.7254237207,66306.39450847442,0.00012105886299761767,0.00012054675506440847,45786.50876030639,45399.95234896881,39619523.89538072,792390.4779076144,101.75052670053795,2.035010534010759,39285032.76708619,785700.655341724,100.89148940946657,2.017829788189332,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.4061679837890069,1.4305,0.8290484113410161,2.8753786613410166,0.4569005487218162
26,56,2.095,44.975,1.4434,882.44,17.6488,1.0267,0.015865101,E04001,0.0089,2.1039000000000003,0.6516000000000002,0.6605000000000002,1.0,0.0,0.0,882.44,17.6488,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.4190679837890068,4.433234524286382,1.0085144673361395,0.7988160618805559,0.8131667295674802,2.8965702895674803,1.7019313410262706,2.7757959893615203,0.45028677084372604,0.0002634349968608553,3349744.7587273275,66994.89517454655,0.00012105886299761768,0.00012054675506440849,47597.44828897059,47195.6028699252,42001892.26811921,840037.8453623842,107.86890503746459,2.157378100749292,41647287.796536796,832945.755930736,106.95821282800866,2.139164256560173,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.4190679837890068,1.4434,0.8131667295674803,2.8965702895674807,0.45028677084372604
26,56,2.095,44.975,1.4563,899.31,17.9862,1.01411,0.015678687,E04001,0.0089,2.1039000000000003,0.6387000000000003,0.6476000000000003,1.0,0.0,0.0,899.31,17.9862,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.4319679837890067,4.433234524286382,1.0085144673361395,0.7830015634179115,0.7972850477939443,2.918094737793944,1.7082431729100938,2.8158851145350554,0.4435814077200702,0.0002657649448190607,3383854.8594596335,67677.09718919267,0.0001210588629976177,0.00012054675506440849,49502.87390638404,49084.94177296185,44518429.53275023,890368.5906550046,114.33185478955869,2.286637095791174,44142578.98584232,882851.5797168465,113.36659858886458,2.267331971777292,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.4319679837890067,1.4563,0.7972850477939445,2.918094737793944,0.4435814077200703
26,56,2.095,44.975,1.4692,915.6,18.312,1.0201,0.015618174,E04001,0.0089,2.1039000000000003,0.6258000000000001,0.6347000000000002,1.0,0.0,0.0,915.6,18.312,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.4448679837890068,4.433234524286382,1.0085144673361395,0.7671870649552668,0.7814033660204082,2.9399520060204085,1.71462882456245,2.855974239708592,0.43678443576482456,0.00026799580788390706,3416471.3516587103,68329.42703317422,0.0001210588629976177,0.00012054675506440849,51508.9411718538,51074.07264856399,47161586.536949344,943231.7307389869,121.11998828756957,2.422399765751391,46763420.91702519,935268.4183405038,120.09742270479506,2.401948454095901,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.4448679837890068,1.4692,0.7814033660204084,2.9399520060204085,0.4367844357648247
26,56,2.095,44.975,1.4821,931.53,18.6306,1.0048,0.015351089,E04001,0.0089,2.1039000000000003,0.6129000000000002,0.6218000000000002,1.0,0.0,0.0,931.53,18.6306,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.4577679837890067,4.433234524286382,1.0085144673361395,0.7513725664926223,0.7655216842468724,2.9621420942468726,1.7210874743158386,2.896063364882128,0.4298958661527969,0.000270130059901816,3448449.9812371223,68968.99962474244,0.00012105886299761774,0.00012054675506440855,53622.31906729234,53169.608175209185,49950798.88075483,999015.9776150967,128.28321987539132,2.5656643975078266,49529085.10345261,990581.7020690523,127.20017811369117,2.5440035622738235,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.4577679837890067,1.4821,0.7655216842468726,2.9621420942468726,0.4298958661527969
26,56,2.095,44.975,1.495,947.02,18.9404,1.00315,0.015311187,E04001,0.0089,2.1039000000000003,0.6000000000000001,0.6089000000000001,1.0,0.0,0.0,947.02,18.9404,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.4706679837890069,4.433234524286382,1.0085144673361395,0.7355580680299777,0.7496400024733363,2.9846650024733368,1.7276183034667516,2.9361524900556644,0.4229157456351699,0.0002721701663402922,3479514.3521202407,69590.28704240482,0.0001210588629976177,0.00012054675506440849,55850.244180103226,55378.72384480951,52891298.24344136,1057825.9648688273,135.8349855075582,2.7166997101511643,52444759.0555115,1048895.18111023,134.68818733592263,2.693763746718453,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.4706679837890069,1.495,0.7496400024733364,2.9846650024733368,0.4229157456351699
26,56,2.095,44.975,1.5079,961.97,19.2394,0.98444,0.015073235,E04001,0.0089,2.1039000000000003,0.5871000000000002,0.5960000000000002,1.0,0.0,0.0,961.97,19.2394,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.4835679837890068,4.433234524286382,1.0085144673361395,0.7197435695673332,0.7337583206998005,3.0075207306998006,1.7342204965631678,2.9762416152292,0.4158441573436596,0.0002741185818686815,3509320.650363056,70186.41300726112,0.00012105886299761775,0.00012054675506440857,58200.58191424914,57709.21865699998,55987213.78405025,1119744.2756810049,143.78588965545137,2.875717793109027,55514537.07147428,1110290.7414294854,142.57196531373833,2.8514393062747665,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.4835679837890068,1.5079,0.7337583206998006,3.0075207306998006,0.4158441573436596
26,56,2.095,44.975,1.5208,976.6,19.532,0.98915,0.013516281,E04001,0.0089,2.1039000000000003,0.5742000000000003,0.5831000000000003,1.0,0.0,0.0,976.6,19.532,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.4964679837890067,4.433234524286382,1.0085144673361395,0.7039290711046889,0.7178766389262647,3.0307092789262646,1.7408932416797605,3.016330740402735,0.40868122158181247,0.0002759777480637889,3538691.0968426,70773.82193685201,0.00012105886299761768,0.00012054675506440849,60681.8958179219,60169.58386150402,59261939.455782525,1185238.7891156506,152.19601247213117,3.043920249442624,58761615.599144824,1175232.3119828964,150.91108496850546,3.0182216993701094,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.4964679837890067,1.5208,0.7178766389262649,3.0307092789262646,0.40868122158181247
26,56,2.095,44.975,1.5337,990.82,19.8164,1.00927,0.014634343,E04001,0.0089,2.1039000000000003,0.5613000000000001,0.5702000000000002,1.0,0.0,0.0,990.82,19.8164,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.5093679837890068,4.433234524286382,1.0085144673361395,0.6881145726420442,0.7019949571527286,3.0542306471527287,1.7476357306809474,3.0564198655762715,0.40142709660194204,0.00027775009123916656,3567307.559034497,71346.15118068994,0.0001210588629976177,0.00012054675506440849,63303.5263132412,62769.081023150095,62722399.94168565,1254447.9988337131,161.08313787012452,3.2216627574024908,62192860.85935758,1243857.2171871515,159.72318007058917,3.1944636014117833,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.5093679837890068,1.5337,0.7019949571527287,3.0542306471527287,0.40142709660194204
26,56,2.095,44.975,1.5466,1004.7,20.094,1.02518,0.015527023,E04001,0.0089,2.1039000000000003,0.5484000000000002,0.5573000000000002,1.0,0.0,0.0,1004.7,20.094,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.5222679837890067,4.433234524286382,1.0085144673361395,0.6723000741793999,0.6861132753791928,3.078084835379193,1.7544471594719497,3.0965089907498076,0.39408197936616884,0.0002794380203965684,3595430.5665856274,71908.61133171256,0.00012105886299761768,0.00012054675506440849,66075.68035146067,65517.830920156295,66386236.04911254,1327724.7209822508,170.49257082190718,3.4098514164381433,65825764.72548103,1316515.2945096206,169.053173101464,3.3810634620292803,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.5222679837890067,1.5466,0.6861132753791929,3.078084835379193,0.39408197936616884
26,56,2.095,44.975,1.5595,1018.2,20.364,1.00177,0.015321155,E04001,0.0089,2.1039000000000003,0.5355000000000001,0.5444000000000001,1.0,0.0,0.0,1018.2,20.364,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.5351679837890069,4.433234524286382,1.0085144673361395,0.6564855757167551,0.6702315936056567,3.1022718436056573,1.7613267282380227,3.136598115923344,0.3866461062900017,0.00028104392529779804,3622921.217461296,72458.42434922593,0.0001210588629976177,0.00012054675506440849,69009.53380597934,68426.91507268022,70265507.32124817,1405310.1464249634,180.45528254444977,3.609105650888995,69672284.927003,1393445.69854006,178.93177380102344,3.578635476020469,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.5351679837890069,1.5595,0.6702315936056568,3.1022718436056573,0.3866461062900017
26,56,2.095,44.975,1.5724,1031.5,20.63,0.99855,0.015123606,E04001,0.0089,2.1039000000000003,0.5226000000000002,0.5315000000000002,1.0,0.0,0.0,1031.5,20.63,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.5480679837890068,4.433234524286382,1.0085144673361395,0.6406710772541108,0.6543499118321208,3.126791671832121,1.7682736416720464,3.176687241096879,0.37911975396687836,0.000282570174654918,3650420.647754825,73008.4129550965,0.00012105886299761767,0.00012054675506440847,72117.34876736437,71508.49204756875,74389045.25353634,1487780.9050707268,191.04531784088317,3.8209063568176633,73761009.54706717,1475220.1909413433,189.43240184298463,3.7886480368596924,"[1.302,1.770]",1.619,"[0.650,1.050]",0.8,1.5480679837890068,1.5724,0.6543499118321209,3.126791671832121,0.37911975396687836
26,56,2.095,44.975,1.5852,1044.3,20.886,0.99588,0.015033994,E04001,0.0089,2.1039000000000003,0.5098000000000003,0.5187000000000003,1.0,0.0,0.0,1044.3,20.886,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.5608679837890067,4.433234524286382,1.0085144673361395,0.6249791718028046,0.6385913438707829,3.151450383870783,1.7752324872733662,3.216465597858217,0.3715626284821929,0.00028400817372614917,3677006.849130164,73540.13698260328,0.00012105886299761771,0.00012054675506440852,75386.30579006945,74749.85062851169,78725919.13656953,1574518.3827313907,202.18324072450176,4.043664814490035,78061269.01135476,1561225.380227095,200.4762918855717,4.009525837711434,"[1.770,2.067]",1.921,"[0.438,0.650]",0.5,1.5608679837890067,1.5852,0.638591343870783,3.151450383870783,0.3715626284821929
26,56,2.095,44.975,1.5981,1057.0,21.14,1.00284,0.01371807,E04001,0.0089,2.1039000000000003,0.4969000000000001,0.5058000000000001,1.0,0.0,0.0,1057.0,21.14,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.5737679837890068,4.433234524286382,1.0085144673361395,0.6091646733401599,0.6227096620972468,3.176633272097247,1.7823112163977557,3.2565547230317535,0.3638570063113126,0.0002853826980153751,3703798.4690405224,74075.96938081045,0.00012105886299761771,0.00012054675506440852,78882.24024054104,78216.27036139429,83378527.93425187,1667570.5586850375,214.13203134969476,4.282640626993895,82674597.77199376,1653491.9554398754,212.32420385133076,4.246484077026616,"[1.770,2.067]",1.921,"[0.438,0.650]",0.5,1.5737679837890068,1.5981,0.6227096620972469,3.176633272097247,0.3638570063113126
26,56,2.095,44.975,1.6109,1069.3,21.386,1.00065,0.014682503,E04001,0.0089,2.1039000000000003,0.4841000000000002,0.4930000000000002,1.0,0.0,0.0,1069.3,21.386,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.5865679837890068,4.433234524286382,1.0085144673361395,0.5934727678888538,0.6069510941359089,3.2019499041359087,1.7893993137742925,3.2963330797930914,0.3561227486960727,0.0002866746947703442,3730011.8200408965,74600.23640081793,0.00012105886299761768,0.00012054675506440849,82567.08025386301,81870.000806189,88288978.91545571,1765779.5783091143,226.74301009325603,4.53486020186512,87543591.8620579,1750871.837241158,224.8287133571503,4.496574267143006,"[1.770,2.067]",1.921,"[0.438,0.650]",0.5,1.5865679837890068,1.6109,0.6069510941359091,3.201949904135909,0.3561227486960728
26,56,2.095,44.975,1.6238,1081.5,21.63,1.00786,0.014701803,E04001,0.0089,2.1039000000000003,0.4712000000000003,0.4801000000000003,1.0,0.0,0.0,1081.5,21.63,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.5994679837890067,4.433234524286382,1.0085144673361395,0.5776582694262095,0.5910694123623731,3.227795852362373,1.7966067606358307,3.3364222049666266,0.3482394486107288,0.0002879066058287241,3756426.4872872885,75128.52974574576,0.00012105886299761768,0.00012054675506440849,86516.44309479858,85786.02082260711,93567533.20702466,1871350.6641404931,240.29934865004384,4.805986973000876,92777581.5196496,1855551.6303929917,238.27060139728437,4.765412027945687,"[1.770,2.067]",1.921,"[0.438,0.650]",0.5,1.5994679837890067,1.6238,0.5910694123623732,3.227795852362373,0.34823944861072886
26,56,2.095,44.975,1.6367,1093.6,21.872,0.97842,0.014356255,E04001,0.0089,2.1039000000000003,0.45830000000000015,0.46720000000000017,1.0,0.0,0.0,1093.6,21.872,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.6123679837890068,4.433234524286382,1.0085144673361395,0.5618437709635647,0.5751877305888369,3.2539746205888367,1.8038776623121748,3.376511330140163,0.34026767084253434,0.00028907029928867663,3783162.7901277025,75663.25580255406,0.0001210588629976177,0.00012054675506440849,90722.56614594063,89956.6333297851,99214198.33720066,1984283.9667440134,254.80106635402555,5.0960213270805115,98376574.20945297,1967531.4841890596,252.64988714247164,5.052997742849433,"[1.770,2.067]",1.921,"[0.438,0.650]",0.5,1.6123679837890068,1.6367,0.575187730588837,3.253974620588837,0.3402676708425344
26,56,2.095,44.975,1.6496,1105.6,22.112,0.99493,0.014652677,E04001,0.0089,2.1039000000000003,0.44540000000000024,0.45430000000000026,1.0,0.0,0.0,1105.6,22.112,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.6252679837890067,4.433234524286382,1.0085144673361395,0.5460292725009204,0.5593060488153011,3.280486208815301,1.8112112546070656,3.416600455313699,0.3322079463098089,0.0002901679863448665,3810206.680367514,76204.13360735029,0.00012105886299761768,0.00012054675506440849,95207.89400552413,94404.09343556911,105261847.61250746,2105236.952250149,270.33258815341645,5.406651763068329,104373165.7023652,2087463.314047304,268.0502827762749,5.3610056555254975,"[1.770,2.067]",1.921,"[0.438,0.650]",0.5,1.6252679837890067,1.6496,0.5593060488153012,3.280486208815301,0.3322079463098089
26,56,2.095,44.975,1.6625,1117.4,22.348,1.01128,0.016198318,E04001,0.0089,2.1039000000000003,0.4325000000000001,0.4414000000000001,1.0,0.0,0.0,1117.4,22.348,0.7849618310844497,0.14629237629872266,0.8537076237012774,0.1713612157572956,0.024332016210993235,1.6381679837890069,4.433234524286382,1.0085144673361395,0.5302147740382757,0.543424367041765,3.307330617041765,1.818606779114651,3.456689580487235,0.3240608505021499,0.00029120184759091715,3837200.9286484104,76744.0185729682,0.00012105886299761771,0.00012054675506440852,99997.4938218777,99153.2566568015,111737199.59656614,2234743.9919313225,286.96253243768285,5.739250648753656,110793848.98831001,2215876.9797662,284.5398273716958,5.690796547433915,"[1.770,2.067]",1.921,"[0.438,0.650]",0.5,1.6381679837890069,1.6625,0.5434243670417651,3.3073306170417656,0.32406085050214994
26,56,2.095,59.98,1.334,104.27,2.0854,1.01659,0.02090726,E04001,0.0089,2.1039000000000003,0.7610000000000001,0.7699000000000001,1.0,0.0,0.0,104.27,2.0854,1.0468484853461988,0.2498488652869208,0.7501511347130791,0.33306470353135437,0.04121713881072653,1.2927828611892735,4.433234524286382,1.0085144673361395,1.593331186730446,1.61881338243456,3.39836938243456,1.8434666751624669,1.76485520409444,0.41694407694680563,6.78626960013218e-05,1536484.7868403147,30729.695736806294,3.6469081674216624e-05,3.631480873971378e-05,50813.920817863866,50384.92006176398,5298367.523678665,105967.3504735733,13.607222732178887,0.2721444546435777,5253635.61484013,105072.7122968026,13.492342621638942,0.2698468524327788,"[1.770,2.067]",1.921,"[1.500,2.000]",1.75,1.2927828611892735,1.334,1.6188133824345603,3.39836938243456,0.41694407694680563
26,56,2.095,59.98,1.344,109.46,2.1892,1.05061,0.019824593,E04001,0.0089,2.1039000000000003,0.7510000000000001,0.7599000000000001,1.0,0.0,0.0,109.46,2.1892,1.0468484853461988,0.2498488652869208,0.7501511347130791,0.33306470353135437,0.04121713881072653,1.3027828611892736,4.433234524286382,1.0085144673361395,1.572393851819402,1.5977871013274738,3.4041231013274738,1.8450265855340604,1.8046469452015264,0.41335903456153184,7.048231994940636e-05,1553013.5795554488,31060.27159110898,3.6469081674216624e-05,3.631480873971378e-05,51886.864982106184,51448.805805591095,5679536.240941343,113590.72481882686,14.586137013068765,0.2917227402613753,5631586.283480001,112631.72566960003,14.462992337230578,0.2892598467446116,"[1.770,2.067]",1.921,"[1.500,2.000]",1.75,1.3027828611892736,1.344,1.597787101327474,3.404123101327474,0.41335903456153195
26,56,2.095,59.98,1.3541,114.89,2.2978,1.06189,0.019758029,E04001,0.0089,2.1039000000000003,0.7409000000000001,0.7498000000000001,1.0,0.0,0.0,114.89,2.2978,1.0468484853461988,0.2498488652869208,0.7501511347130791,0.33306470353135437,0.04121713881072653,1.3128828611892736,4.433234524286382,1.0085144673361395,1.5512471435592476,1.5765505574093168,3.410137367409317,1.8466557251987488,1.8448366037196833,0.4096912246060035,7.309003029784639e-05,1571897.008823449,31437.94017646898,3.646908167421662e-05,3.631480873971377e-05,53008.05988803617,52560.53493020294,6090096.000536476,121801.92001072952,15.640533120683818,0.31281066241367633,6038679.858131016,120773.59716262032,15.50848661794239,0.3101697323588478,"[1.770,2.067]",1.921,"[1.500,2.000]",1.75,1.3128828611892736,1.3541,1.576550557409317,3.410137367409317,0.4096912246060035
26,56,2.095,59.98,1.3642,120.57,2.4114,1.05333,0.019241934,E04001,0.0089,2.1039000000000003,0.7308000000000001,0.7397000000000001,1.0,0.0,0.0,120.57,2.4114,1.0468484853461988,0.2498488652869208,0.7501511347130791,0.33306470353135437,0.04121713881072653,1.3229828611892736,4.433234524286382,1.0085144673361395,1.5301004352990932,1.5553140134911598,3.41635565349116,1.8483386198127116,1.8850262622378402,0.40597601907687414,7.565949823432659e-05,1593587.0949947378,31871.741899894758,3.646908167421662e-05,3.631480873971377e-05,54168.606986419145,53711.28401310743,6531108.944352556,130622.17888705112,16.7731388388528,0.33546277677705605,6475969.513460363,129519.39026920726,16.631530218061105,0.33263060436122205,"[1.770,2.067]",1.921,"[1.500,2.000]",1.75,1.3229828611892736,1.3642,1.55531401349116,3.41635565349116,0.40597601907687414
26,56,2.095,59.98,1.3742,126.42,2.5284,1.05996,0.019063439,E04001,0.0089,2.1039000000000003,0.7208000000000001,0.7297000000000001,1.0,0.0,0.0,126.42,2.5284,1.0468484853461988,0.2498488652869208,0.7501511347130791,0.33306470353135437,0.04121713881072653,1.3329828611892736,4.433234524286382,1.0085144673361395,1.5091631003880492,1.5342877323840738,3.422713372384074,1.850057667313123,1.9248180033449263,0.40225066795432024,7.816591871283601e-05,1617328.9085802038,32346.578171604076,3.646908167421662e-05,3.631480873971377e-05,55358.14350043729,54890.77776609261,6998376.501325282,139967.53002650564,17.973171432823264,0.3594634286564653,6939292.125189427,138785.84250378856,17.821431436969938,0.3564286287393988,"[1.770,2.067]",1.921,"[1.500,2.000]",1.75,1.3329828611892736,1.3742,1.534287732384074,3.4227133723840746,0.40225066795432035
